,学生ID,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,综合GPA
906,7a894fe4b84467ac22ee,1.0,0.0,0.0,0,1,0,1,0,170,57,1.0,1.0,1,1,0,0,0,681.0,0,0,0,0,1,0,普通,1,0,0,0,0,0.002304147,-0.26220029,0.0,0.057142857,0.205128205,0.0,3.16625
907,b77b3e0f47ed69b903c5,1.0,0.0,0.0,0,1,0,0,1,176,67,0.0,0.0,1,1,0,0,0,668.0,0,0,0,0,1,0,国防、定向,0,0,1,0,0,0.000699301,-0.262245872,0.0,0.0,0.0,0.0,3.34405
908,b118b5e09d04fc7737df,0.0,1.0,0.0,1,1,0,1,0,173,61,1.0,1.0,1,0,1,0,0,499.0,0,0,0,1,0,5,博雅,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.057142857,0.051282051,0.0,3.72325
909,0264ec532315b3f9778a,0.0,1.0,0.0,1,1,0,1,0,160,48,0.0,1.0,1,1,0,0,1,300.0,0,0,0,0,1,4,筑梦,0,0,0,1,0,0.004850445,-0.259418904,0.0,0.0,0.076923077,0.0,2.79303
910,4b883c7bfc76b1d4ead7,1.0,0.0,0.0,0,1,0,1,0,178,70,1.0,1.0,1,1,0,0,0,689.0,0,1,0,0,0,3,博雅,0,1,0,0,0,0.002309469,-0.262142247,0.0,0.0,0.205128205,0.0,3.71701
911,17172d20da0bdd03f8fc,0.0,0.0,1.0,1,1,1,0,0,160,49,1.0,1.0,1,1,0,0,0,666.0,0,0,0,0,1,4,博雅,0,1,0,0,0,0.010891089,-0.259899882,0.0,0.028571429,0.025641026,0.103448276,3.43408
912,a72eca87bcbd3cd2e488,0.0,1.0,0.0,0,1,0,1,0,180,69,0.0,1.0,1,1,0,0,0,670.0,1,0,0,0,0,0,国防、定向,0,0,1,0,0,0.006,-0.261760515,0.0,0.0,0.0,0.0,2.64534
913,f8818fe129159978af6e,0.0,1.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,0,735.9998,0,0,1,0,0,0,普通,1,0,0,0,0,0.038,-0.214025474,0.0,0.0,0.0,0.0,3.47897
914,1dd74dcab19a9727a3a2,0.0,0.0,1.0,0,1,0,1,0,175,65,1.0,1.0,1,1,0,0,1,696.0,0,0,0,0,0,0,普通,1,0,0,0,0,0.003278689,-0.262198409,0.0,0.085714286,0.333333333,0.310344828,2.90539
915,7c714dae43b371cb6d8e,0.0,0.0,1.0,1,0,0,1,0,164,54,0.0,1.0,1,0,1,0,0,634.0,0,0,1,0,0,0,国家专项,0,0,1,0,0,0.003795066,1.18e-15,0.0,0.057142857,0.692307692,0.0,2.60375
916,f6fcdc7205cb017033b8,0.0,1.0,0.0,1,1,0,1,0,165,48,1.0,1.0,1,0,1,0,1,654.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.004926108,-0.235048349,0.0,0.028571429,0.153846154,0.0,2.49883
917,e36167c3889c9157c4c0,1.0,0.0,0.0,0,1,0,1,0,175,60,1.0,1.0,1,1,0,0,0,700.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.006206897,-0.262113954,0.0,0.142857143,0.179487179,0.0,3.59505
918,bf832d1fd4002b2df815,0.0,1.0,0.0,0,0,0,1,0,176,53,1.0,1.0,1,1,0,0,1,673.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.058333333,-0.017420499,0.0,0.0,0.102564103,0.068965517,3.78757
919,45a0955a61d8a36c0c04,0.0,1.0,0.0,1,1,0,1,0,170,59,1.0,1.0,1,0,1,0,1,623.0,0,0,0,1,0,2,博雅,0,1,0,0,0,0.00660066,-0.26156796,0.0,0.028571429,0.128205128,0.0,3.74568
920,4cbdebca62c7af2cb793,0.0,1.0,0.0,1,1,0,1,0,159,58,1.0,1.0,1,1,0,0,0,687.0,1,0,0,0,0,1,博雅,0,1,0,0,0,0.002614379,-0.246014824,0.0,0.0,0.333333333,0.034482759,3.26658
921,2e9a5021aac58bf5477b,0.0,1.0,0.0,0,1,0,1,0,176,62,1.0,1.0,1,1,0,0,1,296.0,0,0,0,0,1,3,博雅,0,1,0,0,0,0.010909091,-0.245264352,0.0,0.285714286,0.282051282,0.068965517,3.77916
922,f59acac3ba01023ffe0f,0.0,0.0,1.0,0,1,0,1,0,166,56,1.0,1.0,1,1,0,0,0,679.0,0,0,0,0,1,0,国防、定向,0,0,1,0,0,0.011214953,-0.258712871,0.0,0.114285714,0.102564103,0.0,3.69309
923,d2ae0078d2af606f7fe3,0.0,1.0,0.0,1,1,0,1,0,170,71,1.0,1.0,1,1,0,0,0,690.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.03164557,-0.065584063,0.0,0.114285714,0.0,0.0,3.59032
924,0407a9f5ba035cfbc29f,0.0,1.0,0.0,0,1,0,1,0,175,65,0.0,1.0,1,0,1,0,1,687.9998,0,0,0,1,0,0,三位一体,1,0,0,0,0,0.021978022,-0.242396437,0.0,0.142857143,0.102564103,0.0,3.38819
925,7b307f4bab6d1f7ed8ca,0.0,1.0,0.0,1,1,0,1,0,165,57,1.0,1.0,1,0,0,1,0,699.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.002298851,-0.260456514,0.0,0.228571429,0.179487179,0.0,3.63557
926,a9a7e872cb1f3f23bb8f,1.0,0.0,0.0,1,0,0,1,0,164,54,1.0,1.0,1,0,1,0,0,647.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.015,-0.25605488,0.0,0.028571429,0.102564103,0.0,3.23247
927,40eea78bf5c6aa9c4371,0.0,1.0,0.0,1,1,0,1,0,168,58,1.0,1.0,1,1,0,0,1,672.0,1,0,0,0,0,5,博雅,0,1,0,0,0,0.003333333,-0.262245872,0.0,0.2,0.256410256,0.0,3.689
928,9dac27929a2b78c7cb2f,1.0,0.0,0.0,0,1,1,0,0,174,72,1.0,1.0,1,1,0,0,1,678.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.002931119,-0.254755898,0.0,0.142857143,0.153846154,0.034482759,2.32313
929,e5856169b6026908714c,1.0,0.0,0.0,0,1,0,1,0,175,90,1.0,1.0,1,1,0,0,1,686.0,1,0,0,0,0,3,博雅,0,1,0,0,0,0.001282051,-0.242049618,0.0,0.0,0.179487179,0.0,3.77469
930,15fb973afbf1160d74e4,1.0,0.0,0.0,1,1,0,1,0,164,54,0.0,0.0,1,0,1,0,0,616.0,0,0,0,1,0,0,普通,1,0,0,0,0,0.001883239,-0.260981659,0.0,0.028571429,0.025641026,0.0,3.5684
931,e8002ba046bedeeefb3f,1.0,0.0,0.0,1,0,0,1,0,163,53,1.0,1.0,1,0,1,0,1,629.0,0,0,1,0,0,2,筑梦,0,0,0,1,0,0.022321429,-0.252757917,0.0,0.114285714,0.025641026,0.0,2.90655
932,54c088d3de8b94d740fe,0.0,1.0,0.0,1,1,0,1,0,170,56,1.0,1.0,1,1,0,0,1,670.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.102649007,-0.128433155,0.0,0.828571429,0.461538462,0.034482759,3.26054
933,f497322541d3d77f3715,0.0,1.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,1,690.0,0,1,0,0,0,2,博雅,0,1,0,0,0,0.006640841,-0.251537907,0.0,0.028571429,0.230769231,0.0,3.77788
934,f8d8003fcb3fe6f34d95,0.0,1.0,0.0,1,1,0,1,0,165,55,1.0,1.0,1,0,1,0,1,641.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.004938272,-0.261669401,0.0,0.085714286,0.025641026,0.0,3.27527
935,a218b51fdaf4e8dfd290,0.0,1.0,0.0,1,1,0,1,0,162,50,1.0,1.0,1,0,1,0,0,645.0,0,0,0,1,0,0,普通,1,0,0,0,0,0.052380952,-0.232511157,0.0,0.114285714,0.41025641,0.0,3.71907
936,979a30aa2a444b206d11,0.0,1.0,0.0,1,1,0,1,0,165,55,1.0,1.0,1,0,1,0,0,671.0,0,0,1,0,0,2,自主,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.057142857,0.076923077,0.0,3.59217
937,c43256db023cc648f25b,0.0,1.0,0.0,1,1,0,1,0,171,50,1.0,1.0,1,1,0,0,0,688.0,0,1,0,0,0,1,博雅,0,1,0,0,0,0.036,-0.245091871,0.0,0.142857143,0.512820513,0.0,3.56731
938,c4964d7f1ff1c47740b6,0.0,0.0,1.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,1,681.0,0,0,0,0,1,2,博雅,0,1,0,0,0,0.020952381,-0.130977405,0.0,0.228571429,0.230769231,0.0,3.44068
939,166058af36ed731169f3,1.0,0.0,0.0,0,1,0,1,0,174,69,1.0,1.0,1,1,0,0,1,691.0,1,0,0,0,0,3,博雅,0,1,0,0,0,0.001117318,-0.260174044,0.0,0.0,0.051282051,0.103448276,3.72035
940,c3513fc634cbcdf10070,0.0,1.0,0.0,0,1,0,1,0,180,72,1.0,1.0,1,1,0,0,0,675.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.002415459,-0.262245872,0.0,0.057142857,0.358974359,0.0,3.54532
941,20b6993f062ca5b7f4c7,1.0,0.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,1,697.0,0,0,0,0,0,5,博雅,0,1,0,0,0,0.003610108,-0.258892013,0.0,0.028571429,0.179487179,0.206896552,3.14182
942,467fb6839aa03f0b046c,1.0,0.0,0.0,1,1,0,1,0,172,60,1.0,1.0,1,1,0,0,1,681.0,1,0,0,0,0,2,博雅,0,1,0,0,0,0.028205128,-0.25184399,0.0,0.085714286,0.282051282,1.0,3.17418
943,cf51dbaf0b5ea7e36bd2,0.0,1.0,0.0,1,1,0,1,0,165,62,1.0,1.0,1,0,1,0,0,270.0,0,0,1,0,0,2,自主,0,1,0,0,0,0.013333333,-0.261796451,0.0,0.057142857,0.128205128,0.0,3.50026
944,ba2991c0a3381423dbc4,1.0,0.0,0.0,0,1,0,1,0,175,71,1.0,1.0,1,1,0,0,0,691.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.007772021,-0.261384634,0.0,0.028571429,0.153846154,0.620689655,3.81799
945,1b45c7fea575c218326e,0.0,1.0,0.0,0,1,0,1,0,174,58,1.0,1.0,1,1,0,0,1,740.9999,1,0,0,0,0,4,博雅,0,1,0,0,0,0.001782531,-0.261251143,0.0,0.0,0.076923077,0.172413793,3.37857
946,562264c2fe1969061728,0.0,1.0,0.0,1,1,0,0,1,175,60,1.0,1.0,1,0,1,0,0,296.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.008,-0.261617949,0.0,0.142857143,0.076923077,0.0,3.51397
947,61854b4aab721ebaf410,0.0,1.0,0.0,0,1,1,0,0,180,65,1.0,1.0,1,1,0,0,1,653.9889,0,0,0,0,1,5,自主,0,1,0,0,0,0.04172851,-0.252386148,0.0,0.0,0.179487179,0.206896552,3.45063
948,5b53f7a9fe388b7cb4e3,0.0,1.0,0.0,1,0,0,1,0,164,54,0.0,1.0,1,0,1,0,0,673.0,0,0,0,0,0,0,国家专项,0,0,1,0,0,0.021518987,-0.256020173,0.0,0.057142857,0.128205128,0.0,3.1757
949,b1fd26000fc1d31f35ac,0.0,1.0,0.0,0,1,0,1,0,185,72,1.0,1.0,1,1,0,0,1,671.0,0,0,0,1,0,2,博雅,0,1,0,0,0,0.107692308,0.845047688,0.0,0.028571429,0.076923077,0.0,3.5115
950,d614f9179d67db8b49a0,1.0,0.0,0.0,0,1,0,1,0,174,60,0.0,1.0,1,0,0,1,0,674.0,0,0,0,0,1,1,筑梦,0,0,0,1,0,0.002275313,-0.25135957,0.0,0.028571429,0.102564103,0.0,3.45314
951,e0278fee60b5e8a5d689,0.0,1.0,0.0,0,1,0,1,0,178,70,1.0,1.0,0,1,0,0,0,687.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.14,3.557799281,0.0,0.0,0.025641026,0.0,3.27331
952,dbecf5e9bc63af65b62e,0.0,0.0,1.0,1,1,0,1,0,165,53,1.0,1.0,1,1,0,0,1,664.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.009821429,-0.260376093,0.0,0.057142857,0.076923077,0.0,3.55821
953,9786be67a0996cfa02c3,1.0,0.0,0.0,0,1,0,1,0,165,53,0.0,1.0,1,1,0,0,1,658.0,1,0,0,0,0,2,博雅,0,1,0,0,0,0.004143646,-0.153559791,0.0,0.057142857,0.205128205,0.034482759,3.43385
954,5b7efc4d2f32c84eceea,0.0,1.0,0.0,0,1,0,1,0,171,61,1.0,1.0,1,0,1,0,1,672.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.05,-0.262245872,0.0,0.171428571,0.102564103,0.0,3.31696
955,1f3a24c1abb91144d0ec,0.0,0.0,1.0,0,1,0,1,0,176,65,1.0,1.0,1,1,0,0,0,691.0,1,0,0,0,0,0,普通,1,0,0,0,0,0.00781759,-0.261459522,0.0,0.228571429,0.153846154,0.103448276,2.94886
956,4ea6a5243a5bf0883e2a,1.0,0.0,0.0,0,1,0,1,0,172,54,1.0,1.0,1,0,1,0,1,646.0,0,1,0,0,0,2,博雅,0,1,0,0,0,0.001785714,-0.262208658,0.0,0.057142857,0.076923077,0.137931034,3.14195
957,2450959c6f4ca36c7545,0.0,0.0,1.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,0,699.0,0,1,0,0,0,4,博雅,0,1,0,0,0,0.004487179,-0.251782613,0.0,0.0,0.025641026,0.068965517,3.55541
958,60cdc7fd640ac97e0b16,1.0,0.0,0.0,0,1,0,1,0,181,79,1.0,1.0,1,1,0,0,0,673.0,1,0,0,0,0,1,博雅,0,1,0,0,0,0.011724138,-0.261081503,0.0,0.028571429,0.256410256,0.0,3.49671
959,ca9ad1e075e9a0904159,0.0,0.0,1.0,1,1,0,1,0,166,57,1.0,1.0,1,1,0,0,1,721.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.076,1.18e-15,0.0,0.085714286,0.230769231,0.0,3.69992
960,ceaa11d30f033d0723f7,0.0,1.0,0.0,1,1,0,1,0,158,46,1.0,1.0,1,1,0,0,0,680.0,1,0,0,0,0,1,博雅,0,1,0,0,0,0.003921569,-0.240765235,0.0,0.2,0.307692308,0.103448276,3.69876
961,b867a9e948f142f6ae73,0.0,1.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,1,697.0,1,0,0,0,0,0,普通,1,0,0,0,0,0.065625,-0.18113843,0.0,0.171428571,0.153846154,0.206896552,3.45733
962,b485d7f027e6129e34b1,1.0,0.0,0.0,1,0,0,1,0,165,60,1.0,1.0,1,0,1,0,1,634.0,0,0,1,0,0,1,博雅,0,1,0,0,0,0.04,-0.114118839,0.0,0.171428571,0.461538462,0.0,3.43262
963,729ccf3846b82d40155d,0.0,1.0,0.0,0,1,0,1,0,175,74,0.0,1.0,1,1,0,0,0,699.9911,1,0,0,0,0,5,自主,0,1,0,0,0,0.069060773,-0.08536552,0.0,0.0,0.051282051,0.103448276,3.56068
964,6b9a4e7f6f5d0a5ffc25,0.0,1.0,0.0,1,1,0,1,0,164,54,1.0,1.0,1,1,0,0,0,684.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.103305785,0.043379746,0.0,0.057142857,0.025641026,0.0,3.64137
965,8caebb122e70d4515dbb,0.0,1.0,0.0,0,1,0,1,0,176,79,1.0,1.0,1,1,0,0,1,665.0,0,0,0,0,1,5,自主,0,1,0,0,0,0.001886792,-0.261830512,0.0,0.0,0.179487179,0.689655172,3.63302
966,a88193a17073cdf53344,1.0,0.0,0.0,1,1,0,1,0,163,56,1.0,1.0,1,1,0,0,1,686.0,0,1,0,0,0,1,博雅,0,1,0,0,0,0.00125,-0.258214038,0.0,0.171428571,0.128205128,0.0,3.23688
967,1b5b9277613fc5f1ad16,0.0,1.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,0,678.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.011055276,0.345187998,0.0,0.028571429,0.051282051,0.034482759,3.72597
968,0993059bc43b293af98f,0.0,1.0,0.0,0,1,0,1,0,174,65,1.0,1.0,1,1,0,0,1,722.9989,0,0,0,0,1,0,三位一体,1,0,0,0,0,0.00286123,-0.260212614,0.0,0.085714286,0.717948718,0.068965517,3.7553
969,725347dbf165e9f76cd6,0.0,1.0,0.0,1,1,0,1,0,164,54,1.0,1.0,1,0,1,0,0,680.0,0,0,0,0,0,0,普通,1,0,0,0,0,0.089285714,0.618856334,0.0,0.314285714,0.205128205,0.0,3.31644
970,bc2a6c621f517ff74e62,0.0,0.0,1.0,0,0,0,1,0,178,55,1.0,1.0,1,1,0,0,1,683.0,0,1,0,0,0,1,博雅,0,1,0,0,0,0.006666667,-0.040252753,0.0,0.342857143,0.025641026,0.0,3.49987
971,79eb3d95e72b48ae5992,0.0,1.0,0.0,0,1,0,1,0,167,48,1.0,1.0,1,1,0,0,1,695.0,1,0,0,0,0,0,普通,1,0,0,0,0,0.021487603,-0.255696719,0.0,0.0,0.025641026,0.0,3.52343
972,d405298e387d0d617a89,0.0,1.0,0.0,1,1,0,1,0,164,54,1.0,1.0,1,1,0,0,1,679.0,1,0,0,0,0,1,博雅,0,1,0,0,0,0.2,1.340536167,0.0,0.114285714,0.153846154,0.0,3.30848
973,46c90f78daa906c4d376,0.0,1.0,0.0,1,1,0,1,0,163,45,1.0,1.0,1,0,1,0,1,710.9996,0,0,0,0,0,0,普通,1,0,0,0,0,0.04172851,1.18e-15,0.0,0.114285714,0.41025641,0.0,3.8576
974,6f6b5aca695740412292,0.0,1.0,0.0,1,1,0,1,0,157,49,1.0,1.0,1,0,1,0,1,674.0,0,0,0,1,0,2,博雅,0,1,0,0,0,0.042857143,2.786524156,0.0,0.171428571,0.256410256,0.0,3.66158
975,49b783af71ec88ca6e83,1.0,0.0,0.0,0,1,0,1,0,167,52,1.0,1.0,1,1,0,0,0,685.0,0,0,0,0,1,2,博雅,0,1,0,0,0,0.022222222,-0.256687314,0.0,0.057142857,0.128205128,0.0,3.27518
976,9dba8371020004bc9854,0.0,0.0,1.0,1,1,0,1,0,169,54,1.0,1.0,1,1,0,0,0,690.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.061728395,-0.255837304,0.0,0.171428571,0.179487179,0.0,3.12941
977,bc6463d07435250f46fc,1.0,0.0,0.0,0,1,0,1,0,164,50,0.0,1.0,1,1,0,0,1,663.0,1,0,0,0,0,2,博雅,0,1,0,0,0,0.003278689,-0.257755954,0.0,0.028571429,0.102564103,0.0,3.40748
978,41c588829cb439cc94a5,0.0,1.0,0.0,0,1,0,1,0,184,90,1.0,1.0,1,1,0,0,1,699.0,1,0,0,0,0,4,博雅,0,1,0,0,0,0.004102564,-0.250784736,0.0,0.0,0.282051282,0.034482759,3.41613
979,934633604ac5cba35a57,0.0,1.0,0.0,1,1,0,1,0,169,53,1.0,1.0,1,0,1,0,0,300.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.020576132,-0.262039773,0.0,0.257142857,0.461538462,0.0,3.66909
980,5288a0b0c846973fea39,1.0,0.0,0.0,1,1,0,1,0,168,61,1.0,0.0,1,0,1,0,0,658.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.000666667,-0.251732738,0.0,0.0,0.025641026,0.0,3.17657
981,4e42d735f420e067eb71,0.0,1.0,0.0,0,1,0,1,0,164,62,1.0,1.0,1,1,0,0,0,610.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.333333333,0.805419521,0.0,0.0,0.025641026,0.137931034,3.14851
982,94eb3d3cc9f9b637b0f5,1.0,0.0,0.0,0,1,0,1,0,183,89,1.0,1.0,1,1,0,0,1,682.0,0,0,0,0,1,0,普通,1,0,0,0,0,0.005172414,-0.260986178,0.0,0.0,0.179487179,0.172413793,2.51694
983,f19479b7330f41aaea90,1.0,0.0,0.0,0,0,0,1,0,177,70,1.0,1.0,1,1,0,0,0,689.0,1,0,0,0,0,0,普通,1,0,0,0,0,0.04172851,-0.132079525,0.0,0.0,0.153846154,0.0,3.39572
984,48326b6d927ad043c035,0.0,1.0,0.0,0,1,0,1,0,175,70,1.0,1.0,1,0,1,0,0,500.0,0,0,0,1,0,2,博雅,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.2,0.076923077,0.0,3.67494
985,bdff4a9c24ccb546afe4,0.0,1.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,0,721.0442,1,0,0,0,0,0,保送,0,0,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.0,0.0,3.7633
986,786244c05d87a88299d6,1.0,0.0,0.0,1,1,0,1,0,173,53,1.0,1.0,1,0,1,0,1,598.0,0,0,1,0,0,2,自主,0,1,0,0,0,0.022058824,1.956554466,0.0,0.2,0.128205128,0.0,3.77374
987,a8cc83b2b5cf9cbcd305,0.0,1.0,0.0,0,1,0,1,0,176,65,1.0,1.0,1,0,1,0,0,646.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.009615385,0.021453482,0.0,0.028571429,0.025641026,0.0,3.73506
988,ef7c0a60dd963b8bf645,1.0,0.0,0.0,0,0,1,0,0,168,52,0.0,1.0,1,1,0,0,0,610.0,0,0,0,1,0,2,筑梦,0,0,0,1,0,0.002666667,-0.261264118,0.0,0.0,0.153846154,0.0,3.09422
989,e2cd96f57a52de5a7400,1.0,0.0,0.0,1,1,0,1,0,166,50,1.0,1.0,1,1,0,0,1,685.0,0,0,0,0,1,4,博雅,0,1,0,0,0,0.002707581,0.009231968,0.0,0.142857143,0.153846154,0.034482759,3.71829
990,c459dfbe211a4ca4cf68,1.0,0.0,0.0,1,0,0,1,0,164,50,0.0,1.0,1,1,0,0,0,684.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.004664179,-0.262133816,0.0,0.0,0.0,0.0,3.32319
991,af2a3408b432d1c105ce,0.0,1.0,0.0,1,1,0,1,0,167,52,1.0,1.0,1,0,1,0,0,633.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.023668639,-0.251558548,0.0,0.142857143,0.179487179,0.0,3.83117
992,83c41bfe1c99e8ef4f56,1.0,0.0,0.0,0,1,0,1,0,183,89,1.0,1.0,1,1,0,0,0,669.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.006762468,-0.240228971,0.0,0.142857143,0.307692308,0.0,2.34414
993,862afac58ee8aa333a2a,0.0,0.0,1.0,0,1,0,1,0,181,73,0.0,1.0,1,0,1,0,1,630.0,0,0,1,0,0,0,国家专项,0,0,1,0,0,0.003333333,-0.258057183,0.0,0.028571429,0.051282051,0.103448276,3.40704
994,1635cc3249f37f96b534,0.0,1.0,0.0,1,1,0,1,0,170,65,1.0,1.0,1,0,1,0,1,665.0,0,1,0,0,0,3,博雅,0,1,0,0,0,0.076,1.18e-15,0.0,0.171428571,0.076923077,0.0,2.58337
995,ed4b4233cf658506ba62,0.0,1.0,0.0,0,1,0,1,0,185,71,1.0,0.0,1,1,0,0,0,640.0,1,0,0,0,0,2,博雅,0,1,0,0,0,0.001228501,1.18e-15,0.0,0.2,0.230769231,0.0,2.60172
996,4a0240bb719410788f7f,1.0,0.0,0.0,1,1,0,1,0,164,45,0.0,1.0,1,1,0,0,1,670.0,1,0,0,0,0,1,筑梦,0,0,0,1,0,0.000831025,-0.262239404,0.0,0.0,0.102564103,0.103448276,3.46658
997,ac186431e35fb968abfd,1.0,0.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,1,704.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.04172851,-0.148341527,0.0,0.0,0.051282051,0.137931034,3.21006
998,cd8b396d0bb2826f9a0b,1.0,0.0,0.0,1,1,0,1,0,165,48,1.0,1.0,1,0,1,0,0,619.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.017241379,-0.258964634,0.0,0.028571429,0.153846154,0.0,3.64942
999,2fbc78ed0caf106a3725,1.0,0.0,0.0,0,1,0,1,0,180,80,1.0,1.0,1,1,0,0,1,649.0,1,0,0,0,0,4,自主,0,1,0,0,0,0.018442623,-0.259831088,0.0,0.085714286,0.256410256,0.068965517,3.1995
1000,2efd5d90fdcd6885c9bf,1.0,0.0,0.0,0,1,0,1,0,175,65,1.0,1.0,1,1,0,0,0,645.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.104,-0.141538866,0.0,0.0,0.076923077,0.206896552,3.02705
1001,1ca41c4100500b542afa,0.0,1.0,0.0,1,1,0,1,0,164,54,0.0,1.0,1,1,0,0,1,676.0,1,0,0,0,0,2,自主,0,1,0,0,0,0.00273224,-0.25979991,0.0,0.171428571,0.153846154,0.0,3.43846
1002,1ff802c77c1c43b1db2b,0.0,0.0,1.0,0,1,0,1,0,180,62,1.0,1.0,1,1,0,0,1,638.0,0,0,0,0,1,5,自主,0,1,0,0,0,0.023214286,-0.258464352,0.0,0.057142857,0.230769231,0.0,2.55688
1003,a0d7525426ce11ed772e,0.0,1.0,0.0,0,1,0,1,0,178,65,1.0,1.0,1,0,1,0,0,721.9999,0,0,1,0,0,0,普通,1,0,0,0,0,0.010526316,-0.257019783,0.0,0.114285714,0.256410256,0.0,3.73512
1004,453905706e74999de30d,1.0,0.0,0.0,1,1,0,1,0,170,60,1.0,1.0,1,0,1,0,0,631.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.015384615,-0.254490639,0.0,0.0,0.051282051,0.0,3.71608
1005,5186beeb556a8e0847d9,0.0,1.0,0.0,0,1,0,1,0,170,54,1.0,1.0,1,1,0,0,0,667.0,1,0,0,0,0,0,国防、定向,0,0,1,0,0,0.013266998,-0.25677561,0.0,0.028571429,0.102564103,0.0,2.45855
1006,070f928894788238bad5,0.0,1.0,0.0,0,1,1,0,0,176,76,1.0,1.0,1,1,0,0,1,682.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.009641873,-0.260900656,0.0,0.0,0.205128205,0.0,3.63883
1007,433edf0baded32e92728,1.0,0.0,0.0,1,1,0,1,0,164,54,1.0,1.0,1,0,1,0,0,628.0,0,0,0,0,0,0,国家专项,0,0,1,0,0,0.008213552,-0.261858006,0.0,0.142857143,0.128205128,0.0,3.6319
1008,6d66fb9a87c8e7a673b8,1.0,0.0,0.0,1,1,0,1,0,163,52,1.0,1.0,1,0,1,0,0,689.0,0,0,1,0,0,3,博雅,0,1,0,0,0,0.002415459,-0.194187308,0.0,0.0,0.076923077,0.0,3.68823
1009,51a2c64f159f1dbd1fa5,0.0,1.0,0.0,1,1,0,1,0,164,54,1.0,1.0,1,0,1,0,0,665.0,0,0,0,1,0,0,普通,1,0,0,0,0,0.013636364,-0.249995607,0.0,0.085714286,0.179487179,0.0,3.76594
1010,5e14193c684d84675ce5,0.0,1.0,0.0,0,1,0,1,0,173,57,1.0,1.0,1,1,0,0,1,683.0,0,0,0,0,1,4,博雅,0,1,0,0,0,0.002063983,-0.250005847,0.0,0.171428571,0.179487179,0.068965517,3.58781
1011,9bd4ca4ce2310fb19e2f,0.0,1.0,0.0,1,1,0,1,0,170,56,1.0,1.0,1,1,0,0,1,708.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.022850925,-0.261281564,0.0,0.057142857,0.256410256,0.137931034,3.73099
1012,db2a90c92972308f13db,1.0,0.0,0.0,0,1,0,1,0,185,69,1.0,1.0,1,1,0,0,1,651.0,1,0,0,0,0,4,博雅,0,1,0,0,0,0.037906137,-0.236504223,0.0,0.142857143,0.205128205,0.103448276,3.46655
