,学生ID,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩（分数/总分）,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,生源省市
122,1a4f62530f7ce28493c5,0,1,0,0,1,0,1,0,185,80,1,1,1,1,0,0,0,0.941333333,1,0,0,0,0,1,0,1,0,0,0,0.041428571,-0.049084822,0,0.2,0.179487179,0,北京市
123,a3e0244d7ee96bd83a72,0,1,0,0,1,0,1,0,170,69,1,1,1,1,0,0,1,0.902666667,0,0,0,0,1,1,0,1,0,0,0,0.00591716,-0.257154177,0,0.028571429,0.076923077,0,北京市
124,174d9191bf59551e7bdd,0,1,0,0,1,0,1,0,177,60,1,1,1,1,0,0,0,0.60625,0,0,0,0,1,5,0,1,0,0,0,0.471698113,4.592473497,0,0.028571429,0.205128205,0.103448276,江苏省
125,60efbd4537f2bb81156d,0,1,0,0,1,0,1,0,178,62,1,1,1,1,0,0,1,0.910666667,0,0,0,1,0,3,0,1,0,0,0,0.00194704,-0.262155772,0,0.057142857,0.282051282,0.103448276,四川省
126,cc0e9ff799108dff607e,0,1,0,1,1,0,1,0,170,51,1,1,1,1,0,0,0,0.916,0,0,1,0,0,0,1,0,0,0,0,0.000890472,-0.257504302,0,0.142857143,0.025641026,0,广东省
127,c8b888c1efb6cbaf6cf2,0,1,0,1,1,0,1,0,154,45,0,1,1,1,0,0,0,0.906172593,0,1,0,0,0,2,0,1,0,0,0,0.009803922,-0.260998585,0,0,0.051282051,0,浙江省
128,993b38232a9efe7e537c,0,1,0,0,1,0,1,0,176,67,0,1,1,1,0,0,0,0.867898395,1,0,0,0,0,4,0,1,0,0,0,0.034055728,-0.241357837,0,0,0.051282051,0,浙江省
129,cfcf83a4bd8e8ffc3352,0,1,0,1,1,0,1,0,162,45,1,1,1,0,1,0,1,0.830666667,0,0,1,0,0,1,0,1,0,0,0,0.065,0.601399966,0,0.171428571,0.153846154,0.034482759,四川省
130,7eca82a2a35ba641f1a9,0,0,1,1,1,0,1,0,168,52,1,1,1,0,1,0,1,0.842666667,0,0,0,1,0,1,0,1,0,0,0,0.005555556,-0.249697226,0,0.057142857,0.205128205,0.068965517,湖北省
131,1baceefd07e1e42dbf5c,1,0,0,0,1,0,1,0,180,65,1,1,1,1,0,0,0,0.934666667,1,0,0,0,0,5,0,1,0,0,0,0.116393443,0.032984328,0,0.057142857,0.333333333,0,黑龙江省
132,165c0d283fd88a23e4cd,1,0,0,0,1,0,1,0,178,56,1,1,1,0,1,0,0,0.804,0,0,0,1,0,1,0,1,0,0,0,0.011494253,-0.231048845,0,0.028571429,0.025641026,0,山西省
133,ec236ed18a239566e3af,1,0,0,1,1,0,1,0,166,55,1,1,1,1,0,0,0,0.917333333,0,1,0,0,0,0,1,0,0,0,0,0.004716981,-0.261485992,0,0.114285714,0.128205128,0,辽宁省
134,6d0a23970d36a81787a1,1,0,0,0,1,0,1,0,176,67,0,1,1,0,0,1,0,0.906666667,0,0,0,0,1,4,0,1,0,0,0,0.008571429,-0.246952512,0,0,0.153846154,0,河南省
135,233291772cc6702282b7,0,1,0,1,1,0,1,0,164,59,1,1,1,0,1,0,1,0.851851358,0,1,0,0,0,2,0,1,0,0,0,0.002717391,-0.260719743,0,0.028571429,0.41025641,0,浙江省
136,44104ab93bf0e4794243,1,0,0,0,1,0,1,0,178,65,1,1,1,1,0,0,1,0.88,1,0,0,0,0,2,0,1,0,0,0,0.0125,-0.260996047,0,0.057142857,0.179487179,0.034482759,河南省
137,be89da9c65dec5759141,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.908,0,0,0,0,1,1,0,1,0,0,0,0.092592593,-0.142203035,0,0.085714286,0.230769231,0,江西省
138,e8a82075a1d20e16a2d4,1,0,0,0,1,0,1,0,177,64,1,1,1,1,0,0,0,0.878666667,1,0,0,0,0,3,0,1,0,0,0,0.017721519,-0.001299404,0,0.285714286,0.282051282,0,黑龙江省
139,2e34742c3fcc3e4d0abd,0,1,0,1,1,0,1,0,170,53,1,1,1,0,1,0,1,0.837333333,0,0,0,1,0,2,0,1,0,0,0,0.003333333,-0.262245872,0,0,0.051282051,0,广东省
140,e5be8f33b7793d1cce91,0,0,1,1,1,0,1,0,175,64,1,1,1,1,0,0,0,0.913333333,0,1,0,0,0,2,0,1,0,0,0,0.002617801,-0.262190328,0,0.028571429,0.282051282,0,陕西省
141,1d9259cb2748fa4d9d40,0,1,0,0,1,0,1,0,180,70,1,1,1,1,0,0,1,0.887652716,1,0,0,0,0,0,1,0,0,0,0,0.043609023,-0.229268687,0,0,0.051282051,0.206896552,浙江省
142,f3d83da198e1559b916c,1,0,0,1,1,0,1,0,171,65,1,1,1,0,1,0,1,0.846666667,0,0,0,1,0,1,0,1,0,0,0,0.002173913,-0.261778968,0,0.057142857,0.128205128,0,内蒙古自治区
143,648b43e9f93ff2b3c45d,0,0,1,0,1,0,1,0,176,60,0,1,1,1,0,0,1,0.882666667,1,0,0,0,0,3,0,0,0,1,0,0.003623188,-0.262070385,0,0.028571429,0.051282051,0,山东省
144,0788335bad50c0d09f26,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.910666667,0,0,0,0,1,0,1,0,0,0,0,0.009345794,-0.259922925,0,0,0.025641026,0,贵州省
145,6c1e01fc766e3ed6479e,0,1,0,0,1,0,1,0,178,70,1,1,1,1,0,0,1,0.921333333,0,1,0,0,0,1,0,1,0,0,0,0.000825083,-0.26185015,0,0.2,0.282051282,0,北京市
146,cdebe3a77558226036b1,0,1,0,1,1,0,1,0,164,57,1,1,1,1,0,0,1,0.888,0,0,0,0,0,3,0,1,0,0,0,0.003125,-0.261699093,0,0.114285714,0.179487179,0,北京市
147,ddb6a84a4cb58ac6e9db,0,1,0,1,1,0,1,0,166,53,1,1,1,0,1,0,1,0.88,0,0,0,1,0,0,1,0,0,0,0,0.015306122,-0.258695424,0,0.571428571,0.205128205,0,天津市
148,272dab9028a1ef1b2af2,0,1,0,1,1,0,1,0,158,50,1,1,1,1,0,0,1,0.928,0,0,0,0,1,0,1,0,0,0,0,0.004,0.55239839,0,0,0.025641026,0.034482759,四川省
149,1b8c0e08d66e1c2cc010,0,1,0,0,1,0,1,0,178,74,1,1,1,1,0,0,1,0.888,1,0,0,0,0,1,0,1,0,0,0,0.04172851,-0.261509545,0,0.057142857,0.076923077,0.034482759,北京市
150,07d4c193d72f5d600024,0,0,1,0,1,0,1,0,180,60,1,1,1,0,1,0,1,0.850666667,0,0,0,1,0,0,1,0,0,0,0,0.009027081,-0.261624702,0,0.057142857,0.128205128,0,山东省
151,83a0b0241400892b2769,0,1,0,1,1,1,0,0,164,54,1,1,1,0,1,0,1,0.859258642,0,0,0,1,0,0,1,0,0,0,0,0.005376344,0.45543718,0,0,0.102564103,0,浙江省
152,f95a50f29791321adcaa,1,0,0,0,1,0,1,0,179,68,1,1,1,1,0,0,0,0.874666667,0,0,0,0,1,2,0,1,0,0,0,0.155555556,-0.056451236,0,0.028571429,0.179487179,0,贵州省
153,c6c4b0142324af7d98ec,0,1,0,0,1,0,1,0,176,60,1,1,1,0,1,0,1,0.856,0,0,1,0,0,0,0,0,1,0,0,0.004836759,-0.262139804,0,0.114285714,0.025641026,0,重庆市
154,1a7291f3e32618405c80,0,1,0,0,1,0,1,0,168,53,1,1,1,1,0,0,0,0.614583333,0,0,0,0,1,5,0,1,0,0,0,0.132404181,-0.262245872,0,0.028571429,0.230769231,0,江苏省
155,7da5042c4a30c99d69ba,0,1,0,1,1,0,1,0,154,53,1,1,1,1,0,0,0,0.94,1,0,0,0,0,0,1,0,0,0,0,0.333333333,-0.262245872,0,0.2,0.256410256,0,北京市
156,81602a9ce7ef395a9abd,0,0,1,0,1,0,1,0,175,51,1,1,1,1,0,0,1,0.833333333,0,0,0,0,1,5,0,1,0,0,0,0.001135074,-0.262200489,0,0,0.128205128,0.137931034,湖南省
157,b4c16c4421abcfbd1e9a,0,1,0,0,1,0,1,0,186,84,1,1,1,1,0,0,1,0.889333333,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18E-15,0,0,0.025641026,0.137931034,四川省
158,487b05b788e8bdf04254,0,1,0,1,1,0,1,0,173,53,1,1,1,0,1,0,1,0.902666667,0,0,0,1,0,0,1,0,0,0,0,0.003076923,-0.240516481,0,0.114285714,0.153846154,0,北京市
159,9d2e09326d3f5997dd5c,1,0,0,0,0,0,0,1,176,67,1,1,1,0,1,0,1,0.802666667,0,0,0,1,0,0,0,0,1,0,0,0.002,-0.261770403,0,0,0.025641026,0,内蒙古自治区
160,83c8ce6c5a021ed4609c,0,1,0,0,1,0,1,0,165,50,1,1,1,0,1,0,1,0.861333333,0,1,0,0,0,1,0,1,0,0,0,0.04172851,1.18E-15,0,0.028571429,0.128205128,0,福建省
161,b080c79fae75f4bf9955,0,1,0,0,1,1,0,0,192,81,1,1,1,1,0,0,1,0.762666667,0,0,0,0,1,5,0,1,0,0,0,0.059602649,0.084673785,0,0,0.025641026,0.103448276,福建省
162,eafa729e12752eb69237,1,0,0,1,1,0,1,0,160,45,1,1,1,1,0,0,1,0.870666667,1,0,0,0,0,2,0,1,0,0,0,0.005960265,-0.058288598,0,0.028571429,0.128205128,0,宁夏回族自治区
163,cefb6687a634158f6b28,0,1,0,1,1,0,1,0,166,54,1,1,1,0,1,0,1,0.898666667,0,0,1,0,0,0,1,0,0,0,0,0.007744434,-0.261057672,0,0.457142857,0.179487179,0,北京市
164,79f938852a6a1811d8ea,0,1,0,1,0,0,1,0,167,64,1,1,1,0,1,0,1,0.876,0,0,1,0,0,3,0,1,0,0,0,0.001111111,-0.262245872,0,0.142857143,0.128205128,0,北京市
165,2e4e02158c044e157fcc,0,1,0,0,1,0,1,0,182,65,1,1,1,1,0,0,1,0.876538025,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18E-15,0,0,0,0,浙江省
166,903fc6d6ada3f45a92e8,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.905333333,1,0,0,0,0,3,0,1,0,0,0,0.013872832,-0.194652127,0,0.028571429,0.102564103,0.068965517,湖北省
167,5458937d7413a54ffe92,0,1,0,0,1,0,1,0,185,79,1,1,1,1,0,0,1,0.784848485,1,0,0,0,0,5,0,1,0,0,0,0.227272727,0.607972199,0,0,0.076923077,0.172413793,上海市
168,e37cdcc74b28c66bc16d,0,1,0,0,1,0,1,0,175,68,1,1,1,1,0,0,0,0.6,0,0,0,0,1,4,0,1,0,0,0,0.001190476,-0.262133563,0,0,0.102564103,0.068965517,江苏省
169,7777fd782a9c95c79180,0,1,0,1,1,0,1,0,160,52,1,1,1,1,0,0,1,0.921333333,1,0,0,0,0,0,1,0,0,0,0,0.048966268,-0.238338738,0,0.114285714,0.102564103,0.206896552,广东省
170,e43af9481d6393401c47,0,1,0,1,1,0,1,0,160,53,1,1,1,1,0,0,1,0.865333333,0,0,0,0,1,1,0,1,0,0,0,0.04172851,-0.261887889,0,0.028571429,0.179487179,0.034482759,福建省
171,5609ad8cda829dc490d9,0,1,0,0,1,0,1,0,171,50,1,1,1,1,0,0,1,0.906666667,0,1,0,0,0,0,1,0,0,0,0,0.056551724,-0.22511515,0,0.057142857,0.205128205,0.034482759,北京市
172,c052561b89e4bfc26e27,0,1,0,1,0,0,1,0,170,60,1,1,1,0,1,0,1,0.898666667,0,0,0,1,0,1,0,1,0,0,0,0.00260078,-0.261864489,0,0.171428571,0.076923077,0,北京市
173,83d57c8614e71301db72,0,1,0,0,1,0,1,0,172,52,1,1,1,1,0,0,0,0.908,1,0,0,0,0,5,0,1,0,0,0,0.001433692,-0.262173315,0,0.085714286,0.128205128,0,四川省
174,ce460dfd8ceadfc44f74,0,1,0,1,1,0,1,0,157,46,1,1,1,0,1,0,1,0.852,0,0,1,0,0,0,1,0,0,0,0,0.04172851,1.18E-15,0,0,0,0,广东省
175,9ed82b9d66fdd43e6d29,0,1,0,0,0,0,1,0,179,59,1,1,1,1,0,0,1,0.905333333,0,0,0,0,1,0,1,0,0,0,0,0.001428571,-0.262192806,0,0.028571429,0.153846154,0.068965517,北京市
176,5abad4114e4ebd22b0d2,1,0,0,0,1,0,1,0,186,65,1,1,1,1,0,0,1,0.948,0,0,0,0,0,2,0,1,0,0,0,0.04172851,1.18E-15,0,0.085714286,0.256410256,0.206896552,云南省
177,2cc8f49e78ba0c18f30e,0,1,0,0,1,0,1,0,178,70,1,1,1,1,0,0,0,0.787878788,1,0,0,0,0,2,0,1,0,0,0,0.003359462,-0.261663608,0,0.085714286,0.128205128,0,上海市
178,cafe096c55b17fe6c2e9,1,0,0,1,0,0,1,0,153,42,0,1,1,0,1,0,0,0.86,0,0,0,1,0,0,1,0,0,0,0,0.016260163,-0.253989453,0,0.114285714,0.102564103,0,宁夏回族自治区
179,c37788c1f7c58bc27ece,0,1,0,1,1,0,1,0,169,55,1,1,1,1,0,0,1,0.890666667,0,0,0,0,1,1,0,1,0,0,0,0.003837299,-0.261648318,0,0.114285714,0.307692308,0,北京市
180,ff94103dac5fa9ecd598,0,1,0,1,0,0,1,0,159,52,1,1,1,0,1,0,1,0.886666667,0,0,0,1,0,1,0,1,0,0,0,0.000684463,-0.261792012,0,0.228571429,0.153846154,0,北京市
181,dee06e834b29bafcb6d5,0,1,0,0,1,0,1,0,184,65,1,1,1,1,0,0,0,0.792424242,1,0,0,0,0,2,0,1,0,0,0,0.00130719,-0.262185323,0,0.085714286,0.051282051,0,上海市
182,0a4f6df146781522d08f,1,0,0,0,1,0,1,0,178,75,1,1,1,1,0,0,1,0.897333333,0,0,0,0,1,0,0,0,1,0,0,0.015686275,-0.259081953,0,0.142857143,0.205128205,0.172413793,河南省
183,7099c17dbdf5fb8dab3b,0,1,0,0,1,0,1,0,176,56,1,1,1,1,0,0,0,0.778787879,1,0,0,0,0,2,0,1,0,0,0,0.005466615,-0.261627638,0,0.028571429,0.025641026,0,上海市
184,42959b2157ce578fd46f,0,1,0,0,1,0,1,0,182,77,1,1,1,0,1,0,0,0.864,0,0,0,1,0,0,1,0,0,0,0,0.002272727,-0.261638321,0,0.171428571,0.128205128,0,福建省
185,ec97cf332f1a1e23e8af,1,0,0,0,1,0,1,0,186,80,0,1,1,1,0,0,1,0.913333333,0,1,0,0,0,0,1,0,0,0,0,0.008333333,-0.259009952,0,0.057142857,0.153846154,0,河南省
186,61615d0f5f745d43a528,0,1,0,0,1,0,1,0,185,65,1,1,1,1,0,0,0,0.774242424,1,0,0,0,0,5,0,1,0,0,0,0.0390625,-0.232870111,0,0.114285714,0.102564103,0,上海市
187,5dd10c8ed7eb1f0e2d38,1,0,0,1,0,0,1,0,164,54,1,1,1,1,0,0,0,0.892,0,1,0,0,0,0,1,0,0,0,0,0.003703704,-0.255105466,0,0,0.051282051,0,内蒙古自治区
188,8849b54225417720f3eb,1,0,0,0,1,0,1,0,186,70,0,1,1,1,0,0,1,0.901333333,0,0,0,0,1,1,0,1,0,0,0,0.002173913,-0.262048149,0,0.057142857,0.102564103,0,河南省
189,a0ef5c59dc2e04a8227f,1,0,0,1,0,0,1,0,169,50,1,1,1,1,0,0,1,0.901333333,1,0,0,0,0,1,0,1,0,0,0,0.455135135,2.929750523,0,0.057142857,0.051282051,0.034482759,内蒙古自治区
190,9cbb8f8b9b85b4ea12cc,0,0,1,0,1,0,1,0,183,67,1,1,1,1,0,0,0,0.944,0,0,0,1,0,0,1,0,0,0,0,0.02875,-0.251402077,0,0.028571429,0.179487179,0,山东省
191,b7dda1219d73bb6052ab,1,0,0,0,1,0,1,0,185,67,1,1,1,1,0,0,0,0.878666667,1,0,0,0,0,5,0,1,0,0,0,0.002169197,-0.260517743,0,0,0.051282051,0.172413793,河北省
192,5667c0be63e1bccfabcb,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.874666667,1,0,0,0,0,0,1,0,0,0,0,0.215417107,0.513771058,0,0.085714286,0.205128205,0.068965517,甘肃省
193,0c049c825be79fbe455f,0,0,1,1,1,0,1,0,162,48,1,1,1,0,1,0,1,0.856,0,0,1,0,0,0,1,0,0,0,0,0.050943396,-0.201102027,0,0.085714286,0.282051282,0,山东省
194,46a3baab0bcb5614f371,0,0,1,0,1,0,1,0,167,62,0,1,1,1,0,0,0,0.930666667,0,0,0,0,1,5,0,1,0,0,0,0.000900901,-0.262245872,0,0,0.076923077,0,山东省
195,27067bf485dc55fffb9f,0,1,0,0,1,0,1,0,172,67,1,1,1,1,0,0,1,0.905333333,1,0,0,0,0,3,0,1,0,0,0,0.054482759,-0.133285159,0,0.228571429,0.256410256,0,广东省
196,4eab811eae008da7e033,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.807575758,0,0,0,1,0,0,1,0,0,0,0,0.002,-0.261828378,0,0.142857143,0.153846154,0,上海市
197,6a00afaa904f440e40f1,0,1,0,0,1,0,1,0,192,70,1,1,1,1,0,0,0,0.886666667,1,0,0,0,0,1,0,1,0,0,0,0.001027749,-0.260893784,0,0.085714286,0.102564103,0,福建省
198,1fdfeac7960cb20a1be8,1,0,0,0,1,0,1,0,170,55,1,1,1,1,0,0,0,0.901333333,0,0,0,0,1,2,0,1,0,0,0,0.006535948,-0.261820111,0,0,0.076923077,0.137931034,江西省
199,b400c00cc2ec66605733,1,0,0,0,0,0,1,0,178,67,1,1,1,1,0,0,1,0.888,0,0,0,0,1,3,0,1,0,0,0,0.001386963,-0.262212451,0,0.085714286,0.256410256,0.103448276,黑龙江省
200,4fb6a61d2a2763cf63ea,0,1,0,0,1,0,1,0,169,64,0,1,1,1,0,0,0,0.589583333,0,0,0,0,1,1,0,0,0,1,0,0.003527337,-0.262086663,0,0,0.102564103,0,江苏省
201,ad260c19524b3ff27bff,0,1,0,1,1,0,1,0,170,55,1,1,1,0,1,0,1,0.836,0,0,1,0,0,2,0,1,0,0,0,0.004444444,-0.261988328,0,0,0.102564103,0,安徽省
202,9204bf1ce25122be996b,0,0,1,0,1,0,1,0,175,70,1,1,0,1,0,0,1,0.897333333,1,0,0,0,0,2,0,1,0,0,0,0.042253521,1.025078883,0,0.057142857,0.128205128,0,湖北省
203,5a5ce86b24bfeee71941,0,1,0,0,1,0,1,0,162,55,1,1,1,0,1,0,0,0.5625,0,0,1,0,0,5,0,1,0,0,0,0.001718213,-0.26219147,0,0.028571429,0.076923077,0,江苏省
204,7434208c8c1dfd130338,0,1,0,1,1,0,1,0,164,64,1,1,1,1,0,0,0,0.922666667,0,0,1,0,0,1,0,1,0,0,0,0.010695187,-0.222659927,0,0.285714286,0.153846154,0,北京市
205,8ade6f601a9ff85b018e,0,1,0,0,1,0,1,0,182,68,1,1,1,1,0,0,0,0.87283037,0,0,0,0,1,5,0,1,0,0,0,0.003125,-0.257366974,0,0,0.153846154,0,浙江省
206,ed8a7ac6f3a5cc948503,0,1,0,0,1,0,1,0,166,65,1,1,1,1,0,0,1,0.876,1,0,0,0,0,4,0,1,0,0,0,0.00244798,-0.204820089,0,0.085714286,0.102564103,0.034482759,重庆市
207,921ccf49fb22f524f1ba,1,0,0,1,1,0,1,0,173,58,1,1,1,0,1,0,0,0.877333333,0,0,1,0,0,0,1,0,0,0,0,0.010881393,-0.262245872,0,0,0.051282051,0,河北省
208,a3fb51c7a4cde511bb07,0,1,0,0,1,0,1,0,176,65,1,1,1,1,0,0,1,0.908641605,0,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.230769231,0.310344828,浙江省
209,224d8ad3706004371745,0,1,0,0,1,0,1,0,178,65,1,1,1,1,0,0,1,0.928,0,1,0,0,0,1,0,1,0,0,0,0.003842459,-0.262090849,0,0.028571429,0.153846154,0,四川省
210,381368270ce95cfe7137,1,0,0,0,0,0,1,0,190,105,0,1,1,1,0,0,1,0.893333333,1,0,0,0,0,0,0,0,1,0,0,0.008247423,-0.260319136,0,0,0,0,内蒙古自治区
211,57e5ba403b1fa28a0f32,0,1,0,1,1,0,1,0,158,54,1,1,1,0,1,0,0,0.899999753,0,0,0,1,0,0,1,0,0,0,0,0.082781457,-0.129678411,0,0.028571429,0.512820513,0,浙江省
212,4fa41199d9d7d06541f3,0,0,1,1,1,0,1,0,169,58,1,1,1,0,1,0,1,0.881333333,0,0,0,1,0,1,0,1,0,0,0,0.001545595,-0.262212578,0,0.028571429,0.128205128,0,陕西省
213,a431552bab12698c060b,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.893825802,0,0,0,0,1,5,0,1,0,0,0,0.00512701,-0.247164492,0,0.057142857,0.102564103,0,浙江省
214,6ea836e113481a6d31b4,0,1,0,1,1,0,1,0,175,69,1,1,1,1,0,0,1,0.906666667,1,0,0,0,0,0,1,0,0,0,0,0.002932551,-0.260866605,0,0.171428571,0.205128205,0,北京市
215,177e7cc61a51c3423557,1,0,0,1,0,0,1,0,158,51,1,1,1,0,1,0,1,0.917333333,0,0,0,0,0,0,1,0,0,0,0,0.007142857,-0.136985886,0,0,0.025641026,0,贵州省
216,38c5f23ba5ab9af61ef0,0,1,0,0,1,0,1,0,176,67,1,1,1,0,1,0,1,0.86,0,0,0,1,0,0,1,0,0,0,0,0.044444444,0.052259362,0,0.057142857,0.179487179,0,安徽省
217,c0ce617a369d73cd8287,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.894666667,1,0,0,0,0,5,0,1,0,0,0,0.00862069,-0.190688902,0,0.028571429,0.025641026,0.034482759,湖南省
218,363fdc4adf8c017134c3,1,0,0,0,0,0,1,0,170,87,1,1,1,1,0,0,0,0.885333333,1,0,0,0,0,5,0,1,0,0,0,0.268656716,-0.262245872,0,0.028571429,0.282051282,0.24137931,广西壮族自治区
219,f5a99c3a428e4c8b8a2c,0,1,0,0,1,0,1,0,180,78,1,1,1,1,0,0,0,0.906666667,0,0,0,0,1,1,0,1,0,0,0,0.001096491,-0.262175908,0,0.342857143,0.153846154,0.103448276,重庆市
220,9ee0c53bbf4725b7db16,0,1,0,0,1,0,1,0,181,66,1,1,1,0,1,0,0,0.908,0,0,0,0,0,1,0,1,0,0,0,0.017307692,-0.25652802,0,0.057142857,0.025641026,0,北京市
221,a920f1afa7eb4137afd4,1,0,0,1,1,0,1,0,164,54,0,1,1,1,0,0,0,0.894666667,0,0,0,0,1,0,0,0,1,0,0,0.004040404,-0.258526596,0,0.114285714,0.153846154,0,河南省
222,a664e29517516a3c4f09,0,1,0,0,1,0,1,0,181,82,1,1,1,1,0,0,1,0.781818182,0,0,0,0,1,2,0,1,0,0,0,0.019480519,-0.244900074,0,0.142857143,0.333333333,0,上海市
223,ddd4817d64e4f293ab63,1,0,0,0,1,0,1,0,188,85,1,1,1,1,0,0,1,0.908,0,0,0,0,1,0,0,0,1,0,0,0.00060241,-0.261231421,0,0.057142857,0.051282051,0,贵州省
224,a04dbefdee9ac7a1474e,1,0,0,0,1,0,1,0,175,65,1,1,1,0,1,0,1,0.844,0,0,0,1,0,0,1,0,0,0,0,0.003921569,-0.262008359,0,0.142857143,0.307692308,0,河南省
225,39e121625eb22e9ba94f,0,1,0,1,1,0,1,0,168,50,1,1,1,1,0,0,0,0.921333333,0,0,0,0,1,3,0,1,0,0,0,0.108196721,-0.234010491,0,0.2,0.153846154,0,北京市
226,0f75a0a58d362b6149b5,0,1,0,1,1,0,1,0,158,45,1,1,1,1,0,0,0,0.944,1,0,0,0,0,3,0,1,0,0,0,0.007537688,-0.261471666,0,0.142857143,0.102564103,0,安徽省
227,9b67634199dc5d079bcc,0,1,0,0,1,0,1,0,178,58,1,1,1,1,0,0,0,0.906666667,0,0,0,0,1,1,0,1,0,0,0,0.023083265,-0.259835731,0,0,0.230769231,0,福建省
228,bd8be77712babdf32d47,0,1,0,0,1,0,1,0,178,65,1,1,1,0,1,0,1,0.854666667,0,0,0,1,0,1,0,1,0,0,0,0.002085506,-0.262181799,0,0.028571429,0.179487179,0,四川省
229,49942f704cab223ad744,1,0,0,0,1,0,1,0,176,67,0,1,1,1,0,0,1,0.888,0,0,0,0,1,2,0,0,0,1,0,0.00483871,-0.253249221,0,0,0,0,河南省
230,f37b987c09fc29c371d7,0,0,1,0,1,0,1,0,176,56,1,1,1,1,0,0,0,0.86,1,0,0,0,0,4,0,1,0,0,0,0.001805054,-0.262000193,0,0.028571429,0.230769231,0.379310345,湖北省
231,96f75c38590c7a634cd9,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.873333333,1,0,0,0,0,5,0,1,0,0,0,0.005033557,-0.260985398,0,0,0.051282051,0.172413793,湖南省
232,14abdf42c752f895855a,1,0,0,0,1,0,1,0,178,68,1,1,1,0,1,0,1,0.950666667,0,1,0,0,0,1,0,1,0,0,0,0.050420168,-0.149901781,0,0,0.102564103,0.068965517,云南省
233,38778da38725c24e9847,0,0,1,0,1,0,1,0,178,78,1,1,1,1,0,0,1,0.905333333,1,0,0,0,0,5,0,1,0,0,0,0.041811847,-0.262245872,0,0,0.051282051,0.172413793,湖南省
234,45ab8dec3b44b6a76c18,1,0,0,0,0,0,1,0,173,62,1,1,1,1,0,0,1,0.908,0,0,0,0,1,2,0,1,0,0,0,0.001472754,-0.261689669,0,0.057142857,0.205128205,0,黑龙江省
235,a514d77d0fb6cd72628b,0,1,0,0,1,0,1,0,172,60,1,1,1,1,0,0,1,0.635416667,1,0,0,0,0,3,0,1,0,0,0,0.012373453,-0.03872395,0,0.085714286,0.205128205,0.103448276,江苏省
236,a894b013997dfa7e4b3d,1,0,0,0,1,0,1,0,182,55,1,1,1,1,0,0,0,0.928,0,0,0,0,1,4,0,1,0,0,0,0.017832647,-0.239033986,0,0.085714286,0.256410256,0,河北省
237,aa44ed5ec019ec5cc6cc,0,1,0,0,1,0,1,0,175,61,0,1,1,1,0,0,1,0.883949136,0,0,0,0,1,0,1,0,0,0,0,0.007,-0.261545051,0,0.028571429,0.153846154,0,浙江省
238,9e6ab71ff13cc711b6df,1,0,0,0,1,0,1,0,193,85,1,1,1,1,0,0,1,0.94,0,0,0,0,1,1,0,1,0,0,0,0.001189061,-0.204616776,0,0.085714286,0.179487179,0.137931034,河北省
239,88ea1cfbfbfe7341d6a9,0,1,0,1,1,0,1,0,172,60,1,1,1,1,0,0,0,0.904936173,1,0,0,0,0,4,0,1,0,0,0,0.016666667,-0.228484288,0,0.142857143,0.205128205,0,浙江省
240,36196544e7e856e4f03e,0,0,1,0,1,0,1,0,177,85,1,1,1,1,0,0,1,0.878666667,0,0,0,0,1,5,0,1,0,0,0,0.04172851,1.18E-15,0,0.114285714,0.179487179,0,湖北省
241,eff414ce4de5a363c26e,0,1,0,1,1,0,1,0,168,60,1,1,1,1,0,0,0,0.933333333,0,0,0,0,0,0,1,0,0,0,0,0.006578947,-0.260907577,0,0.028571429,0.102564103,0,北京市
242,da1e7a1c326ebb11f042,1,0,0,1,1,0,1,0,165,48,0,1,1,0,1,0,1,0.796,0,0,0,1,0,0,0,0,1,0,0,0.017241379,-0.259028029,0,0,0.025641026,0,黑龙江省
243,1d7b89d433bb18d82a60,1,0,0,0,1,0,1,0,178,78,1,1,1,1,0,0,1,0.934666667,0,1,0,0,0,5,0,1,0,0,0,0.013333333,0.075691647,0,0.171428571,0.205128205,0.068965517,吉林省
244,8fec54ea2a73f93c913c,0,1,0,0,1,0,1,0,185,75,1,1,1,1,0,0,0,0.725757576,1,0,0,0,0,5,0,1,0,0,0,0.001333333,-0.261560157,0,0.114285714,0.153846154,0,上海市
