,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩（分数/总分）,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,综合GPA
709,0,1,0,1,1,0,1,0,155,50,1,1,1,0,1,0,0,0.908,0,0,0,0,0,0,1,0,0,0,0,0.028571429,-0.262245872,0.0,0.2,0.051282051,0.0,3.48724
710,0,1,0,0,1,0,1,0,178,69,1,1,1,1,0,0,1,0.918666667,1,0,0,0,0,1,0,1,0,0,0,0.025806452,-0.254273595,0.0,0.114285714,0.307692308,0.137931034,3.34822
711,0,0,1,0,1,0,1,0,176,67,0,1,0,1,0,0,1,0.886666667,1,0,0,0,0,2,0,0,0,1,0,0.0025,-0.262177083,0.0,0.0,0.128205128,0.0,3.1716
712,0,0,1,0,1,0,1,0,178,62,1,1,1,0,1,0,1,0.850666667,0,0,0,1,0,1,0,1,0,0,0,0.014173228,-0.252486343,0.0,0.0,0.0,0.0,3.63617
713,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.789393939,1,0,0,0,0,2,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.0,0.0,3.087
714,1,0,0,0,1,0,1,0,170,55,0,1,1,0,1,0,1,0.837333333,0,0,1,0,0,0,0,0,1,0,0,0.007407407,-0.261756198,0.0,0.028571429,0.102564103,0.0,3.28691
715,1,0,0,1,1,0,1,0,160,45,1,1,1,1,0,0,1,0.878666667,0,1,0,0,0,3,0,1,0,0,0,0.003333333,-0.256471038,0.0,0.171428571,0.256410256,0.344827586,3.50448
716,1,0,0,1,1,0,1,0,165,55,1,1,1,1,0,0,0,0.928,1,0,0,0,0,5,0,1,0,0,0,0.0395,-0.228613308,0.0,0.0,0.102564103,0.137931034,3.70511
717,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.921333333,0,0,0,0,1,2,0,1,0,0,0,0.035105316,-0.248313787,0.0,0.028571429,0.128205128,0.0,3.33008
718,0,1,0,0,1,0,1,0,174,67,1,1,1,1,0,0,0,0.921333333,0,1,0,0,0,2,0,1,0,0,0,0.004761905,-0.26200032,0.0,0.114285714,0.256410256,0.275862069,3.83099
719,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.894666667,1,0,0,0,0,5,0,1,0,0,0,0.00125,-0.256633304,0.0,0.0,0.025641026,0.0,3.62141
720,1,0,0,0,1,0,1,0,178,75,1,1,1,1,0,0,0,0.924,1,0,0,0,0,0,1,0,0,0,0,0.002061856,-0.261510449,0.0,0.0,0.282051282,0.517241379,1.80984
721,0,0,1,0,1,0,1,0,172,65,1,1,1,1,0,0,0,0.92,1,0,0,0,0,2,0,1,0,0,0,0.007894737,-0.260932762,0.0,0.0,0.128205128,0.0,3.30212
722,1,0,0,1,0,0,1,0,160,47,1,1,1,0,1,0,0,0.854666667,0,0,0,1,0,2,0,1,0,0,0,0.066115702,-0.058001089,0.0,0.285714286,0.333333333,0.0,3.78073
723,1,0,0,0,1,1,0,0,175,74,1,1,1,1,0,0,0,0.857333333,1,0,0,0,0,5,0,1,0,0,0,0.046540881,2.764248348,0.0,0.085714286,0.025641026,0.103448276,3.6679
724,0,1,0,0,1,0,1,0,173,67,1,1,1,1,0,0,0,0.6125,0,0,0,0,1,1,0,1,0,0,0,0.010909091,-0.255512363,0.0,0.228571429,0.230769231,0.068965517,3.37263
725,0,0,1,1,1,0,1,0,158,53,0,1,1,0,1,0,1,0.825333333,0,0,0,1,0,1,0,0,0,1,0,0.001030928,-0.202402506,0.0,0.0,0.076923077,0.0,3.21929
726,1,0,0,0,1,0,1,0,175,55,0,1,1,1,0,0,0,0.888,0,0,0,0,1,0,0,0,1,0,0,0.001960784,-0.262214211,0.0,0.057142857,0.102564103,0.034482759,1.85278
727,1,0,0,1,1,0,1,0,163,50,1,1,1,0,1,0,0,0.82,0,0,0,0,0,0,1,0,0,0,0,0.005928854,-0.260164894,0.0,0.085714286,0.282051282,0.0,3.37926
728,0,0,1,0,1,0,1,0,180,68,1,1,1,1,0,0,0,0.873333333,1,0,0,0,0,5,0,1,0,0,0,0.03808752,-0.242885278,0.0,0.0,0.025641026,0.137931034,3.18867
729,1,0,0,1,1,0,1,0,160,50,1,1,1,0,1,0,1,0.845333333,0,0,0,1,0,0,1,0,0,0,0,0.001883239,-0.262055234,0.0,0.0,0.205128205,0.0,3.81226
730,1,0,0,1,1,1,0,0,160,55,1,1,1,1,0,0,1,0.916,1,0,0,0,0,5,0,1,0,0,0,0.024301075,-0.176245937,0.0,0.114285714,0.076923077,0.068965517,3.52725
731,0,0,1,1,1,0,1,0,166,56,1,1,1,1,0,0,1,0.909333333,0,1,0,0,0,0,1,0,0,0,0,0.064889919,-0.215863827,0.0,0.028571429,0.230769231,0.0,3.6705
732,0,1,0,0,1,0,1,0,185,65,1,1,1,1,0,0,0,0.58125,0,0,0,0,1,3,0,1,0,0,0,0.001666667,-0.261976067,0.0,0.0,0.128205128,0.0,1.89047
733,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.92,1,0,0,0,0,1,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.057142857,0.102564103,0.206896552,3.64594
734,0,0,1,0,1,0,1,0,170,60,0,1,1,1,0,0,1,0.874666667,0,0,0,0,1,2,0,0,0,1,0,0.001972387,-0.256184569,0.0,0.085714286,0.128205128,0.103448276,1.68979
735,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.910666667,0,1,0,0,0,1,0,1,0,0,0,0.020661157,0.283987567,0.0,0.142857143,0.205128205,0.0,2.73227
736,0,1,0,0,1,1,0,0,184,84,1,1,1,1,0,0,1,0.787878788,0,0,0,0,1,2,0,1,0,0,0,0.084090909,-0.139824704,0.0,0.028571429,0.102564103,0.0,3.6484
737,1,0,0,0,1,0,1,0,185,56,1,1,1,1,0,0,0,0.897333333,1,0,0,0,0,0,0,0,1,0,0,0.005,-0.262013025,0.0,0.142857143,0.128205128,0.206896552,3.41778
738,0,1,0,1,1,0,1,0,158,48,0,1,1,0,1,0,1,0.838271481,0,0,1,0,0,0,1,0,0,0,0,0.029239766,-0.245308061,0.0,0.028571429,0.230769231,0.0,3.5924
739,0,1,0,0,1,0,1,0,179,71,1,1,1,1,0,0,0,0.591666667,0,0,0,0,1,3,0,1,0,0,0,0.003370787,-0.260532626,0.0,0.2,0.307692308,0.206896552,3.41877
740,0,0,1,1,1,0,1,0,166,58,1,1,1,1,0,0,0,0.934666667,0,0,0,0,0,3,0,1,0,0,0,0.00141844,-0.260985299,0.0,0.371428571,0.564102564,0.137931034,3.06011
741,1,0,0,0,1,0,1,0,171,65,0,1,1,1,0,0,1,0.893333333,1,0,0,0,0,1,0,0,0,1,0,0.000666667,-0.262244893,0.0,0.0,0.128205128,0.0,2.88045
742,0,0,1,1,1,0,1,0,160,55,1,1,1,1,0,0,1,0.910526316,1,0,0,0,0,1,0,1,0,0,0,0.027272727,-0.25672924,0.0,0.114285714,0.153846154,0.034482759,3.57317
743,0,1,0,0,1,0,1,0,182,66,1,1,1,1,0,0,0,0.591666667,1,0,0,0,0,5,0,1,0,0,0,0.066863324,0.151543926,0.0,0.0,0.230769231,0.275862069,3.6517
744,0,1,0,0,1,0,1,0,183,65,1,1,1,1,0,0,0,0.926666667,1,0,0,0,0,2,0,1,0,0,0,0.02739726,-0.262245872,0.0,0.085714286,0.358974359,0.034482759,3.73427
745,0,0,1,1,1,0,1,0,168,55,1,1,1,0,1,0,0,0.892,0,0,0,1,0,0,1,0,0,0,0,0.001282051,-0.262209361,0.0,0.028571429,0.051282051,0.0,3.76308
746,0,0,1,1,1,0,1,0,160,47,1,1,1,0,1,0,1,0.874666667,0,0,0,1,0,4,0,1,0,0,0,0.076,1.18e-15,0.0,0.2,0.128205128,0.0,3.71521
747,0,1,0,0,1,0,1,0,178,80,1,1,1,1,0,0,1,0.792424242,0,0,0,0,1,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.142857143,0.205128205,0.344827586,3.5101
748,1,0,0,0,1,0,1,0,172,62,0,0,1,1,0,0,0,0.910666667,0,1,0,0,0,2,0,0,0,1,0,0.000326797,-0.262225185,0.0,0.057142857,0.153846154,0.103448276,2.8963
749,0,1,0,0,1,0,1,0,180,70,1,1,1,1,0,0,1,0.864,0,0,0,0,1,4,0,1,0,0,0,0.004,-0.258689456,0.0,0.314285714,0.358974359,0.0,3.76967
750,0,1,0,0,1,0,1,0,173,62,1,1,1,1,0,0,1,0.877775062,1,0,0,0,0,0,1,0,0,0,0,0.004530011,4.340714709,0.0,0.0,0.025641026,0.0,3.25703
751,0,1,0,0,1,0,1,0,171,58,1,1,1,1,0,0,0,0.878666667,1,0,0,0,0,5,0,1,0,0,0,0.226229508,0.876377574,0.0,0.0,0.0,0.0,3.79396
752,1,0,0,1,1,0,1,0,165,48,1,1,1,1,0,0,0,0.882666667,1,0,0,0,0,1,0,1,0,0,0,0.005154639,-0.261931154,0.0,0.028571429,0.538461538,0.206896552,3.5221
753,0,1,0,0,1,0,1,0,181,65,1,1,1,1,0,0,0,0.926666667,1,0,0,0,0,0,1,0,0,0,0,0.016666667,-0.183673765,0.0,0.171428571,0.128205128,0.0,3.78772
754,1,0,0,0,1,0,1,0,174,70,1,0,1,1,0,0,0,0.929333333,0,0,0,0,1,4,0,1,0,0,0,0.000474046,-0.261240229,0.0,0.057142857,0.153846154,0.034482759,3.65735
755,0,0,1,1,1,0,1,0,162,52,1,0,1,0,1,0,0,0.844,0,0,0,0,0,0,0,0,1,0,0,0.001858736,-0.262211525,0.0,0.142857143,0.358974359,0.0,3.34413
756,0,0,1,0,1,0,1,0,172,57,0,1,1,1,0,0,0,0.856,1,0,0,0,0,5,0,1,0,0,0,0.004683841,-0.262135113,0.0,0.028571429,0.025641026,0.103448276,3.53554
757,0,1,0,0,1,0,1,0,177,76,1,1,1,1,0,0,1,0.949333333,0,1,0,0,0,0,1,0,0,0,0,0.034820457,-0.245612039,0.0,0.142857143,0.205128205,0.0,3.72805
758,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.941333333,0,1,0,0,0,4,0,1,0,0,0,0.000902527,-0.261802831,0.0,0.028571429,0.205128205,0.137931034,3.66737
759,0,1,0,1,1,0,1,0,168,55,1,1,1,0,1,0,1,0.876,0,0,1,0,0,1,0,1,0,0,0,0.285714286,-0.210008635,0.0,0.571428571,0.256410256,0.0,3.58879
760,0,1,0,0,1,0,1,0,158,60,1,1,1,1,0,0,0,0.910666667,1,0,0,0,0,5,0,1,0,0,0,0.211428571,0.085262796,0.0,0.142857143,0.205128205,0.103448276,3.65688
761,0,1,0,0,1,0,1,0,177,64,1,1,1,1,0,0,0,0.916,0,0,0,0,0,0,1,0,0,0,0,0.001574803,-0.240672618,0.0,0.114285714,0.076923077,0.0,3.56481
762,1,0,0,0,1,0,1,0,190,91,1,1,1,1,0,0,1,0.826666667,1,0,0,0,0,4,0,1,0,0,0,0.531309298,0.307446969,0.0,0.057142857,0.128205128,0.172413793,2.877
763,1,0,0,0,1,0,1,0,181,78,1,1,1,0,1,0,0,0.86,0,0,0,1,0,0,1,0,0,0,0,0.003460208,-0.261756949,0.0,0.085714286,0.153846154,0.0,3.53842
764,1,0,0,0,1,0,1,0,177,70,1,1,1,1,0,0,0,0.906666667,1,0,0,0,0,2,0,1,0,0,0,0.001030928,-0.260514511,0.0,0.028571429,0.102564103,0.068965517,2.70376
765,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.806666667,0,0,1,0,0,3,0,1,0,0,0,0.016666667,-0.252410788,0.0,0.142857143,0.205128205,0.034482759,3.53519
766,0,1,0,0,1,0,1,0,181,55,1,1,1,0,0,1,0,0.874666667,0,0,0,0,1,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.057142857,0.128205128,0.24137931,3.57742
767,0,1,0,0,1,0,1,0,180,75,1,1,1,1,0,0,0,0.922666667,1,0,0,0,0,5,0,1,0,0,0,0.042857143,-0.262245872,0.0,0.0,0.153846154,0.0,3.67002
768,0,1,0,0,1,1,0,0,177,80,1,1,1,1,0,0,0,0.930666667,0,1,0,0,0,0,1,0,0,0,0,0.003225806,-0.257248416,0.0,0.057142857,0.179487179,0.034482759,3.74761
769,0,0,1,0,1,0,1,0,183,60,1,1,1,1,0,0,1,0.901333333,1,0,0,0,0,5,0,1,0,0,0,0.014213198,-0.258125024,0.0,0.0,0.051282051,0.172413793,3.74212
770,1,0,0,1,1,0,1,0,164,54,1,0,1,0,1,0,0,0.88,0,1,0,0,0,0,1,0,0,0,0,0.04172851,1.18e-15,0.0,0.514285714,0.333333333,0.0,2.81673
771,0,0,1,0,1,0,1,0,180,90,1,1,1,1,0,0,0,0.922666667,1,0,0,0,0,3,0,1,0,0,0,0.000787402,-0.262205556,0.0,0.171428571,0.102564103,0.103448276,3.63339
772,1,0,0,0,1,0,1,0,179,120,1,1,1,1,0,0,0,0.790666667,1,0,0,0,0,5,0,1,0,0,0,0.076821192,-0.258995168,0.0,0.0,0.025641026,0.103448276,2.35683
773,0,1,0,1,1,0,1,0,167,55,1,1,1,1,0,0,0,0.929333333,0,1,0,0,0,0,1,0,0,0,0,0.04172851,1.18e-15,0.0,0.314285714,0.512820513,0.103448276,3.57564
774,0,0,1,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.848,0,0,1,0,0,5,0,1,0,0,0,0.04172851,-0.259983671,0.0,0.057142857,0.205128205,0.0,3.50465
775,0,0,1,1,1,0,1,0,165,50,0,1,1,1,0,0,0,0.941333333,0,0,0,0,0,0,1,0,0,0,0,0.002228826,-0.258960287,0.0,0.0,0.076923077,0.24137931,3.64091
776,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.818181818,0,0,0,0,0,1,0,1,0,0,0,0.015384615,1.363498556,0.0,0.057142857,0.102564103,0.0,3.57594
777,0,0,1,0,1,0,1,0,172,140,1,1,1,1,0,0,0,0.918666667,1,0,0,0,0,0,1,0,0,0,0,0.002040816,-0.132414829,0.0,0.114285714,0.205128205,0.172413793,3.65381
778,1,0,0,0,1,0,1,0,180,62,1,1,1,1,0,0,1,0.889333333,1,0,0,0,0,2,0,1,0,0,0,0.00297619,-0.259601055,0.0,0.057142857,0.179487179,0.034482759,3.8365
779,0,1,0,0,1,0,1,0,167,54,1,1,1,1,0,0,1,0.913333333,0,0,0,0,0,0,1,0,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.128205128,0.0,3.60372
780,1,0,0,0,0,0,1,0,172,65,0,1,1,0,1,0,1,0.805333333,0,0,0,1,0,0,0,0,1,0,0,0.009940358,-0.162999567,0.0,0.0,0.179487179,0.0,3.39271
781,1,0,0,1,1,0,1,0,164,45,1,1,1,1,0,0,1,0.932,0,1,0,0,0,3,0,1,0,0,0,0.000689655,-0.255223207,0.0,0.057142857,0.153846154,0.0,3.54454
782,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.917333333,0,0,0,0,1,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.057142857,0.230769231,0.0,3.52974
783,0,1,0,0,1,0,1,0,170,60,1,1,1,0,0,1,0,0.924,1,0,0,0,0,2,0,1,0,0,0,0.134177215,0.07128948,0.0,0.0,0.102564103,0.0,3.67866
784,1,0,0,1,0,0,1,0,162,48,1,1,1,1,0,0,1,0.913333333,0,0,0,0,0,0,1,0,0,0,0,0.011956522,-0.251448596,0.0,0.0,0.025641026,0.0,3.56674
785,1,0,0,0,1,0,1,0,185,64,1,1,1,1,0,0,0,0.869333333,1,0,0,0,0,2,0,1,0,0,0,0.082882883,-0.138719364,0.0,0.028571429,0.128205128,0.103448276,3.37432
786,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.921333333,1,0,0,0,0,3,0,1,0,0,0,0.009355509,0.026940186,0.0,0.142857143,0.128205128,0.0,3.58008
787,1,0,0,0,0,0,1,0,176,67,1,1,1,1,0,0,0,0.933333333,1,0,0,0,0,1,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.028571429,0.076923077,0.0,3.15625
788,0,0,1,0,1,0,1,0,178,70,1,1,1,1,0,0,0,0.88,0,0,0,0,1,3,0,1,0,0,0,0.022916667,-0.260923637,0.0,0.114285714,0.230769231,0.310344828,2.78697
789,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.914666667,0,0,0,0,1,1,0,1,0,0,0,0.030704815,-0.251186507,0.0,0.0,0.230769231,0.0,2.02505
790,0,1,0,1,1,0,1,0,172,57,1,1,1,0,1,0,1,0.579166667,0,0,1,0,0,4,0,1,0,0,0,0.008333333,-0.115763909,0.0,0.0,0.025641026,0.0,3.65517
791,1,0,0,1,1,0,1,0,160,55,0,1,1,0,1,0,0,0.884,0,0,1,0,0,0,1,0,0,0,0,0.004545455,-0.260837805,0.0,0.142857143,0.0,0.0,3.17646
792,1,0,0,0,1,0,1,0,179,54,0,1,1,1,0,0,0,0.902666667,0,1,0,0,0,1,0,1,0,0,0,0.00045208,-0.262225231,0.0,0.028571429,0.256410256,0.0,3.54473
793,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.914666667,1,0,0,0,0,3,0,1,0,0,0,0.019174898,18.39352772,0.0,0.142857143,0.076923077,0.034482759,3.42228
794,0,0,1,0,1,0,1,0,183,71,1,1,1,1,0,0,0,0.922666667,0,1,0,0,0,0,1,0,0,0,0,0.044530494,-0.224771179,0.0,0.142857143,0.256410256,0.0,3.59284
795,1,0,0,1,1,0,1,0,161,54,0,0,1,0,1,0,0,0.821333333,0,0,1,0,0,0,1,0,0,0,0,0.007092199,-0.258396771,0.0,0.114285714,0.076923077,0.0,3.25283
796,0,1,0,0,1,1,0,0,176,76,1,1,1,1,0,0,0,0.873333333,0,0,0,0,1,5,0,1,0,0,0,0.84,0.969461241,0.0,0.0,0.025641026,0.0,2.86253
797,1,0,0,0,1,0,1,0,182,85,1,1,1,1,0,0,1,0.901333333,1,0,0,0,0,5,0,1,0,0,0,0.452903226,2.492823998,0.0,0.0,0.076923077,0.172413793,3.53828
798,0,0,1,0,1,0,1,0,173,63,1,1,1,1,0,0,0,0.910666667,1,0,0,0,0,4,0,1,0,0,0,0.015488867,-0.261345439,0.0,0.0,0.051282051,0.0,3.53747
799,0,1,0,1,1,0,1,0,162,46,1,1,1,0,1,0,0,0.902666667,0,1,0,0,0,0,1,0,0,0,0,0.086206897,-0.209285032,0.0,0.171428571,0.179487179,0.0,2.56203
800,1,0,0,0,1,0,1,0,184,93,1,1,1,1,0,0,1,0.876,0,0,0,0,1,1,0,1,0,0,0,0.005333333,-0.255016997,0.0,0.0,0.051282051,0.034482759,3.63435
801,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.924,0,1,0,0,0,1,0,1,0,0,0,0.002392344,-0.262120778,0.0,0.142857143,0.358974359,0.0,3.605
802,1,0,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.889333333,0,0,0,1,0,2,0,1,0,0,0,0.037142857,-0.257729221,0.0,0.0,0.0,0.0,3.68058
803,0,0,1,0,1,0,1,0,181,71,1,1,1,1,0,0,1,0.92,1,0,0,0,0,1,0,1,0,0,0,0.012315271,-0.261356994,0.0,0.114285714,0.256410256,0.0,3.31769
804,1,0,0,0,1,0,1,0,178,71,1,1,1,1,0,0,0,0.834666667,1,0,0,0,0,5,0,1,0,0,0,0.05125,-0.223249681,0.0,0.0,0.153846154,0.103448276,2.01986
805,1,0,0,1,1,0,1,0,155,48,1,1,1,0,1,0,1,0.877333333,0,0,1,0,0,1,0,1,0,0,0,0.006666667,-0.191633028,0.0,0.2,0.384615385,0.0,3.52098
806,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.812121212,1,0,0,0,0,3,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.057142857,0.128205128,0.137931034,3.46711
807,0,0,1,1,1,0,1,0,165,53,1,1,1,1,0,0,0,0.924,0,0,0,0,1,0,1,0,0,0,0,0.019393939,-0.217698466,0.0,0.0,0.128205128,0.034482759,3.33567
808,0,1,0,0,1,0,1,0,172,72,1,1,1,1,0,0,1,0.905333333,0,0,0,0,0,0,1,0,0,0,0,0.04172851,1.18e-15,0.0,0.228571429,0.179487179,0.068965517,2.3438
809,1,0,0,0,1,0,1,0,175,60,0,1,1,1,0,0,1,0.909333333,0,0,0,0,0,0,1,0,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.102564103,0.137931034,3.70526
810,0,1,0,0,1,0,1,0,176,60,1,1,1,1,0,0,0,0.925333333,1,0,0,0,0,5,0,1,0,0,0,0.017222222,-0.260726169,0.0,0.057142857,0.102564103,0.24137931,0.87768
811,0,0,1,0,1,0,1,0,179,67,1,1,1,1,0,0,1,0.917333333,1,0,0,0,0,3,0,1,0,0,0,0.000380952,-0.262160258,0.0,0.028571429,0.205128205,0.0,3.41914
812,1,0,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.852,0,0,0,0,0,0,1,0,0,0,0,0.014344262,-0.259373251,0.0,0.114285714,0.179487179,0.0,3.48912
813,0,0,1,1,1,0,1,0,163,55,1,1,1,0,0,1,0,0.92,0,0,0,0,1,1,0,1,0,0,0,0.00110011,-0.260927178,0.0,0.028571429,0.102564103,0.0,3.6434
814,0,1,0,0,1,0,1,0,176,110,1,1,1,1,0,0,1,0.9,1,0,0,0,0,5,0,1,0,0,0,0.283333333,-0.262245872,0.0,0.0,0.051282051,0.172413793,3.83376
815,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.921333333,1,0,0,0,0,0,1,0,0,0,0,0.002985075,3.565213613,0.0,0.0,0.025641026,0.0,2.81114
816,0,0,1,0,1,0,1,0,186,80,1,1,1,1,0,0,1,0.929333333,0,1,0,0,0,1,0,1,0,0,0,0.002051282,-0.262230248,0.0,0.028571429,0.102564103,0.0,1.4592
817,0,1,0,0,1,0,1,0,180,68,1,1,1,0,1,0,1,0.901333333,0,0,0,0,0,0,1,0,0,0,0,0.071428571,0.172165872,0.0,0.028571429,0.102564103,0.0,3.54269
818,0,1,0,0,1,0,1,0,172,51,1,1,1,1,0,0,0,0.936,0,0,0,0,0,1,0,1,0,0,0,0.009868421,2.356599395,0.0,0.114285714,0.179487179,0.0,3.51199
819,1,0,0,0,1,0,1,0,176,67,0,1,1,1,0,0,1,0.873333333,1,0,0,0,0,2,0,1,0,0,0,0.000995025,-0.262235643,0.333333333,0.028571429,0.102564103,0.0,3.6577
820,0,1,0,0,1,0,1,0,178,78,1,1,1,1,0,0,0,0.60625,0,0,0,0,1,2,0,1,0,0,0,0.006044325,-0.255773623,0.0,0.0,0.128205128,0.137931034,3.30424
821,1,0,0,0,1,0,1,0,178,65,1,1,1,1,0,0,1,0.892,1,0,0,0,0,2,0,1,0,0,0,0.000952381,-0.262200035,0.0,0.028571429,0.076923077,0.0,3.76424
822,1,0,0,1,1,0,1,0,165,51,1,1,1,1,0,0,0,0.905333333,0,1,0,0,0,0,1,0,0,0,0,0.002159827,-0.26214257,0.0,0.257142857,0.307692308,0.0,3.78227
823,0,1,0,0,1,0,1,0,170,66,1,1,1,1,0,0,1,0.908,0,0,0,1,0,1,0,1,0,0,0,0.013322231,-0.259698068,0.0,0.0,0.153846154,0.034482759,3.68084
824,0,0,1,0,1,0,1,0,174,62,1,1,1,1,0,0,1,0.857333333,1,0,0,0,0,4,0,1,0,0,0,0.070934256,-0.185498375,0.0,0.085714286,0.153846154,0.24137931,3.71037
825,1,0,0,0,1,0,1,0,170,55,1,1,1,1,0,0,1,0.908,0,0,0,0,1,5,0,1,0,0,0,0.057297297,-0.249088157,0.0,0.0,0.076923077,0.137931034,3.7126
826,1,0,0,0,1,0,1,0,172,75,1,1,1,1,0,0,1,0.908,0,0,0,0,1,1,0,1,0,0,0,0.017313019,-0.174417985,0.0,0.228571429,0.205128205,0.0,2.80834
827,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.888,0,0,1,0,0,2,0,1,0,0,0,0.004255319,-0.234163161,0.0,0.171428571,0.153846154,0.0,3.67534
828,0,1,0,0,1,0,1,0,176,67,0,1,1,0,1,0,1,0.862962593,0,0,1,0,0,0,0,0,1,0,0,0.066666667,-0.23167302,0.0,0.085714286,0.025641026,0.034482759,3.44898
829,0,0,1,0,1,0,1,0,176,65,1,1,1,1,0,0,1,0.850666667,1,0,0,0,0,5,0,1,0,0,0,0.045283019,-0.241214206,0.0,0.0,0.025641026,0.137931034,3.55413
830,0,0,1,0,1,0,1,0,170,57,1,1,1,1,0,0,0,0.92,1,0,0,0,0,2,0,1,0,0,0,0.003239741,-0.257340551,0.0,0.257142857,0.282051282,0.137931034,3.6604
831,1,0,0,0,1,0,1,0,174,78,1,1,1,1,0,0,0,0.913333333,1,0,0,0,0,0,1,0,0,0,0,0.039310345,-0.252628599,0.0,0.0,0.025641026,0.103448276,3.51433
832,1,0,0,0,1,0,1,0,178,100,0,0,1,0,1,0,1,0.821333333,0,0,0,1,0,0,1,0,0,0,0,0.03909465,-0.262245872,0.0,0.0,0.0,0.0,2.91985
833,0,0,1,1,0,0,1,0,173,65,1,1,1,0,1,0,1,0.858666667,0,1,0,0,0,0,1,0,0,0,0,0.003745318,-0.257873496,0.0,0.171428571,0.102564103,0.068965517,3.57777
834,0,0,1,1,0,0,1,0,160,63,0,1,1,0,1,0,1,0.806666667,0,0,1,0,0,1,0,0,0,1,0,0.005899705,-0.262147991,0.0,0.0,0.179487179,0.0,3.62143
835,0,1,0,0,1,0,1,0,173,60,0,1,1,1,0,0,0,0.5875,0,0,0,0,1,2,0,0,0,1,0,0.0775,-0.141849406,0.0,0.0,0.051282051,0.0,3.07913
836,0,1,0,1,1,0,1,0,171,70,1,1,1,0,1,0,1,0.912,0,1,0,0,0,0,1,0,0,0,0,0.11971831,0.483992016,0.0,0.057142857,0.128205128,0.0,2.99261
837,0,0,1,0,1,0,1,0,179,65,1,1,1,1,0,0,1,0.877333333,1,0,0,0,0,5,0,1,0,0,0,0.002051282,-0.26217927,0.333333333,0.0,0.102564103,0.172413793,3.65791
838,1,0,0,0,1,0,1,0,185,80,1,1,1,1,0,0,0,0.92,0,0,0,0,1,1,0,1,0,0,0,0.00610687,-0.26000051,0.0,0.114285714,0.256410256,0.0,3.43569
839,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.904,0,0,0,1,0,1,0,1,0,0,0,0.009677419,-0.240468934,0.0,0.285714286,0.358974359,0.0,3.58547
840,0,1,0,1,1,0,1,0,170,57,1,1,1,0,1,0,0,0.887653827,0,0,0,1,0,5,0,1,0,0,0,0.005747126,-0.221358952,0.0,0.0,0.025641026,0.0,3.61964
841,0,1,0,0,1,0,1,0,174,70,0,1,1,1,0,0,1,0.897333333,0,0,0,0,1,2,0,0,0,1,0,0.001226994,-0.262155431,0.0,0.0,0.025641026,0.034482759,3.63854
842,0,0,1,1,1,0,1,0,160,50,0,1,1,1,0,0,1,0.908,1,0,0,0,0,1,0,0,0,1,0,0.001052632,-0.262217643,0.333333333,0.057142857,0.282051282,0.137931034,3.6317
843,0,1,0,1,0,0,1,0,163,57,1,1,1,0,1,0,1,0.902666667,0,0,0,1,0,0,1,0,0,0,0,0.107407407,-0.088333234,0.0,0.028571429,0.102564103,0.0,3.36208
