,生源省市,学生ID,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩（分数/总分）,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,综合GPA
536,广东省,fcc78391b42ce3a52901,0,1,0,0,1,0,1,0,177,61,1,1,1,1,0,0,0,0.910666667,0,0,0,1,0,1,0,1,0,0,0,0.009708738,-0.257228964,0,0.057142857,0.179487179,0.137931034,3.60577
537,宁夏回族自治区,cbc6e8787ad42b893917,1,0,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.865333333,0,0,0,0,1,3,0,1,0,0,0,0.001228501,-0.26197328,0,0,0.128205128,0,3.67608
538,湖南省,7bca510ace534c95625a,0,0,1,0,1,0,1,0,167,51,0,1,1,0,1,0,1,0.857333333,0,0,1,0,0,0,1,0,0,0,0,0.005940594,-0.261884131,0,0.114285714,0.153846154,0,3.61442
539,安徽省,2f586cd44effd9163c87,0,1,0,0,1,0,1,0,178,90,1,1,1,1,0,0,1,0.746666667,1,0,0,0,0,5,0,1,0,0,0,0.04172851,0.633438844,0,0.028571429,0.128205128,0.172413793,3.07305
540,河北省,e2be5650af93be248da3,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.918666667,1,0,0,0,0,3,0,1,0,0,0,0.009677419,-0.260828915,0,0,0.076923077,0.034482759,3.84846
541,吉林省,04539cd3285cf14a7ce4,1,0,0,1,0,0,1,0,160,48,1,1,1,0,1,0,0,0.869333333,0,1,0,0,0,0,1,0,0,0,0,0.005830904,-0.258842423,0,0.142857143,0.179487179,0,2.42893
542,广东省,4fc5ff628cf1f8a206cf,0,1,0,0,1,0,1,0,176,67,1,1,1,0,1,0,1,0.826666667,0,0,0,1,0,1,0,0,0,1,0,0.008064516,-0.25870294,0,0.085714286,0.128205128,0,3.52428
543,福建省,7926d37348cec88af375,0,1,0,0,1,0,1,0,172,78,1,1,1,1,0,0,0,0.894666667,0,0,0,0,1,4,0,1,0,0,0,0.003952569,-0.261643924,0,0.057142857,0.230769231,0,3.55716
544,重庆市,e308fba97d690f658ee6,0,1,0,0,1,0,1,0,171,64,0,1,1,1,0,0,1,0.916,0,0,0,0,1,2,0,1,0,0,0,0.005014327,-0.261937155,0,0,0.153846154,0,3.43621
545,河南省,34cf1a76876f44805e6c,1,0,0,0,1,0,1,0,177,78,1,1,1,0,1,0,1,0.821333333,0,0,1,0,0,3,0,1,0,0,0,0.004716981,-0.26009678,0,0.057142857,0.153846154,0.034482759,3.565
546,甘肃省,0bf1ac5296cdc379d522,1,0,0,0,1,0,1,0,174,60,0,1,1,1,0,0,1,0.910666667,0,1,0,0,0,0,1,0,0,0,0,0.002083333,-0.261876401,0,0.057142857,0.358974359,0.103448276,2.72125
547,北京市,46ee7c7144389d91ead6,0,1,0,1,1,0,1,0,173,57,1,1,1,0,1,0,1,0.896,0,0,0,1,0,5,0,1,0,0,0,0.1,-0.218040333,0,0.2,0.256410256,0,3.65693
548,新疆维吾尔自治区,50931006b070e89aba7c,1,0,0,1,1,0,1,0,165,49,1,1,1,0,1,0,0,0.846666667,0,0,0,0,0,0,0,0,1,0,0,0.008650519,-0.26145309,0,0.142857143,0.128205128,0,3.49697
549,湖北省,1eb1b68e2f5aeea7e587,0,0,1,0,1,0,1,0,182,75,1,1,1,1,0,0,0,0.858666667,1,0,0,0,0,5,0,1,0,0,0,0.16875,-0.197326388,0,0.028571429,0.051282051,0.034482759,3.72557
550,重庆市,4c65e1efc7fe12736c39,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.909333333,1,0,0,0,0,5,0,1,0,0,0,0.04172851,-0.260522943,0,0,0.025641026,0.137931034,3.57024
551,黑龙江省,99b42b97966d0a76de2f,1,0,0,0,1,0,1,0,177,55,1,1,1,1,0,0,1,0.914666667,0,1,0,0,0,4,0,1,0,0,0,0.016245487,-0.259374279,0,0.057142857,0.205128205,0.034482759,3.85498
552,北京市,96d27847a61dba4ba34a,0,1,0,0,1,0,1,0,172,64,1,1,1,1,0,0,0,0.94,0,1,0,0,0,1,0,1,0,0,0,0.131428571,0.52282625,0,0.028571429,0.128205128,0,3.81336
553,黑龙江省,d04b5671d57adddc1ff8,1,0,0,0,1,0,1,0,180,75,1,1,1,0,1,0,1,0.873333333,0,0,1,0,0,4,0,1,0,0,0,0.00304878,-0.262139294,0,0,0,0,3.81026
554,湖南省,30503e175440db50da77,0,0,1,1,1,0,1,0,168,54,1,1,1,1,0,0,0,0.917333333,0,0,0,0,1,1,0,1,0,0,0,0.011616651,-0.256258452,0,0.114285714,0.102564103,0,3.19828
555,上海市,a700152b4ca84d49be54,0,1,0,0,1,0,1,0,183,92,1,1,1,1,0,0,0,0.759090909,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18E-15,0,0.028571429,0.179487179,0.448275862,3.65121
556,吉林省,b4d0201c2591968637d1,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.894666667,1,0,0,0,0,5,0,1,0,0,0,0.054249548,-0.244245563,0,0,0.025641026,0.137931034,3.56505
557,浙江省,063e6895e1f76c14f445,0,1,0,0,1,0,1,0,178,69,0,1,1,1,0,0,1,0.912345432,0,0,0,0,0,5,0,1,0,0,0,0.001176471,-0.262245872,0,0,0.153846154,0.206896552,3.66049
558,吉林省,658075dab661ffe535a7,1,0,0,0,1,0,1,0,182,67,1,1,1,1,0,0,1,0.922666667,0,0,0,0,0,1,0,1,0,0,0,0.007407407,-0.239144433,0,0.028571429,0.282051282,0,3.56347
559,北京市,9a508db89d6cd00f72f4,0,1,0,1,1,0,1,0,173,54,1,1,1,1,0,0,1,0.9,0,0,1,0,0,0,1,0,0,0,0,0.334615385,0.890011748,0,0.285714286,0.256410256,0,3.67377
560,重庆市,135df8562305d9373990,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.854666667,0,0,0,1,0,2,0,1,0,0,0,0.005405405,-0.16909076,0,0.057142857,0.051282051,0,3.65809
561,贵州省,623062fed590504c7fc5,1,0,0,0,1,0,1,0,183,78,1,1,1,1,0,0,1,0.881333333,1,0,0,0,0,2,0,1,0,0,0,0.001138952,-0.26224208,0,0.057142857,0.076923077,0,3.534
562,重庆市,8cec1eaca20ef879f5e6,0,1,0,1,1,0,0,1,164,54,1,1,1,1,0,0,0,0.929333333,1,0,0,0,0,0,1,0,0,0,0,0.04172851,1.18E-15,0,0.114285714,0.076923077,0,3.5784
563,河北省,09da7a75aa1ebc53a700,1,0,0,1,1,0,1,0,170,48,1,1,1,0,1,0,1,0.894666667,0,0,1,0,0,0,1,0,0,0,0,0.013636364,-0.256862841,0,0.914285714,0.282051282,0,3.72099
564,新疆维吾尔自治区,15b91b028226c004ac3d,1,0,0,0,0,0,1,0,180,90,1,1,1,0,1,0,1,0.845333333,0,0,0,1,0,0,1,0,0,0,0,0.063414634,-0.216981797,0,0,0.025641026,0,3.39957
565,山东省,d2ed44049d110d372e81,0,0,1,1,1,0,1,0,168,53,1,1,1,1,0,0,0,0.933333333,1,0,0,0,0,1,0,1,0,0,0,0.001694915,-0.262171483,0,0.114285714,0.230769231,0,3.67784
566,河南省,fb7293ee6ee854840e57,1,0,0,0,1,0,1,0,168,58,1,1,1,0,1,0,1,0.836,0,0,0,1,0,0,0,0,1,0,0,0.003322259,-0.26095292,0,0.114285714,0.256410256,0,3.33221
567,北京市,be8cb8d59c6fae98c815,0,1,0,1,1,0,1,0,160,45,1,1,1,0,1,0,1,0.901333333,0,0,0,1,0,1,0,1,0,0,0,0.038461538,-0.234562975,0,0.257142857,0.051282051,0,3.48077
568,山东省,9548fcd3f71b888b384b,0,0,1,0,1,0,1,0,178,70,1,1,1,1,0,0,1,0.934666667,0,0,0,0,1,0,1,0,0,0,0,0.008894536,-0.261214566,0,0.085714286,0.205128205,0.172413793,2.9549
569,江苏省,a059462f42dcbd639ed2,0,1,0,1,1,1,0,0,165,53,1,1,1,0,1,0,1,0.610416667,0,0,1,0,0,1,0,1,0,0,0,0.06,0.137059358,0,0.142857143,0.256410256,0,3.57965
570,北京市,e34bc9c48c27b37d54a5,0,1,0,1,1,0,1,0,168,51,1,1,1,0,1,0,1,0.933333333,0,0,0,1,0,1,0,1,0,0,0,0.128571429,2.737092305,0,0.114285714,0,0,3.74934
571,天津市,96d56ecc3aff169b77ac,0,1,0,0,1,0,1,0,190,75,1,1,1,1,0,0,0,0.914666667,0,1,0,0,0,0,1,0,0,0,0,0.04172851,1.18E-15,0,0.114285714,0.128205128,0.068965517,3.66089
572,重庆市,3137b219b08f5729d18e,0,1,0,1,0,0,1,0,161,94,1,1,1,0,1,0,0,0.885333333,0,0,1,0,0,0,0,0,1,0,0,0.002621232,-0.262095687,0,0.142857143,0.179487179,0,3.4842
573,山东省,1d4d69850f3ada769e83,0,0,1,1,1,0,1,0,173,53,1,1,1,0,1,0,1,0.856,0,0,1,0,0,5,0,1,0,0,0,0.015217391,-0.258920999,0,0.114285714,0.282051282,0,3.68301
574,甘肃省,5cd202ceda0adbd2c07d,1,0,0,0,1,0,1,0,174,56,0,1,1,0,1,0,1,0.845333333,0,1,0,0,0,2,0,1,0,0,0,0.000813008,-0.26223763,0,0.057142857,0.051282051,0.068965517,3.54678
575,辽宁省,49335e6898187f3e58b0,1,0,0,0,1,0,1,0,172,70,1,1,1,1,0,0,1,0.912,0,0,0,0,1,3,0,1,0,0,0,0.019047619,-0.202938894,0.666666667,0.114285714,0.358974359,0.103448276,3.72657
576,福建省,8dcfaf4b8c36eb44452b,0,1,0,1,1,0,1,0,166,66,0,1,1,1,0,0,0,0.876,0,0,0,0,1,3,0,1,0,0,0,0.001666667,-0.262163325,0,0.057142857,0.102564103,0,3.39059
577,天津市,3e01658177033bcf1afe,0,1,0,1,1,0,1,0,165,55,1,1,1,0,1,0,0,0.88,0,0,1,0,0,0,1,0,0,0,0,0.015384615,-0.008825917,0,0.028571429,0,0,3.58143
578,安徽省,79f84dc02fc440976ba3,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.905333333,0,0,0,1,0,0,1,0,0,0,0,0.012765957,-0.155894909,0,0.114285714,0.179487179,0,3.61855
579,广西壮族自治区,e7ffb759b5d913ff9bbf,1,0,0,1,0,0,1,0,152,40,0,1,1,0,1,0,1,0.804,0,0,1,0,0,0,0,0,1,0,0,0.04172851,1.18E-15,0,0,0,0,3.31857
580,安徽省,3def3f36d78218d2cdf1,0,1,0,0,1,0,1,0,170,55,1,1,1,1,0,0,1,0.918666667,1,0,0,0,0,0,1,0,0,0,0,0.034303534,-0.242777183,0,0,0.076923077,0,3.64571
581,浙江省,cf1a9bbc618881fa73b1,0,1,0,1,1,0,1,0,167,50,1,1,1,0,1,0,0,0.864197407,0,0,0,1,0,4,0,1,0,0,0,0.031578947,0.771145323,0,0,0,0,3.6421
582,山东省,32b2655167d9e99fbe4b,0,0,1,1,1,0,1,0,151,46,0,1,1,0,1,0,0,0.889333333,0,0,0,1,0,0,1,0,0,0,0,0.017142857,-0.254044169,0,0,0.051282051,0,3.73576
583,浙江省,78d283d910dfad36beca,0,1,0,1,1,0,1,0,165,60,1,1,1,0,1,0,1,0.801234444,0,0,1,0,0,4,0,1,0,0,0,0.015228426,-0.248207674,0,0.028571429,0.205128205,0,3.6117
584,湖北省,2264ed0373835228ab6f,0,0,1,0,1,0,1,0,172,70,1,1,1,1,0,0,1,0.898666667,1,0,0,0,0,1,0,1,0,0,0,0.001176471,-0.261930538,0,0.085714286,0.307692308,0,3.57756
585,江苏省,179e60cddeab71ad0a9f,0,1,0,1,1,0,1,0,160,48,1,1,1,0,1,0,1,0.58125,0,0,1,0,0,2,0,1,0,0,0,0.006896552,-0.229172603,0,0.057142857,0.282051282,0,3.78971
586,湖北省,45a5b07f6344e60806d9,0,0,1,0,1,0,1,0,175,70,1,1,1,1,0,0,1,0.852,1,0,0,0,0,5,0,1,0,0,0,0.158208955,0.394412079,0,0.085714286,0.128205128,0.172413793,3.79754
587,陕西省,69a15d614feb0bacf68d,0,0,1,0,1,0,1,0,180,76,1,1,1,1,0,0,1,0.956,1,0,0,0,0,4,0,1,0,0,0,0.076,1.18E-15,0,0.114285714,0.358974359,0,3.71329
588,北京市,456ed219750176b214b4,0,1,0,0,0,1,0,0,181,73,1,1,1,1,0,0,0,0.928,1,0,0,0,0,0,1,0,0,0,0,0.064150943,-0.209952545,0,0.114285714,0.179487179,0.034482759,3.46187
589,山东省,30398486356ee34c3a8f,0,0,1,1,1,0,1,0,164,53,1,1,1,1,0,0,0,0.937333333,0,1,0,0,0,3,0,1,0,0,0,0.000724638,-0.262242466,0,0.228571429,0.230769231,0,3.82572
590,浙江省,e3524c40ba492be9da16,0,1,0,0,1,0,1,0,170,79,0,1,1,1,0,0,1,0.839498519,0,0,0,0,1,5,0,1,0,0,0,0.084606345,-0.176847578,0,0,0,0,3.15623
591,湖北省,531c2766c360136fa89a,0,0,1,0,1,0,1,0,177,60,1,1,1,1,0,0,1,0.914666667,1,0,0,0,0,5,0,1,0,0,0,0.004761905,-0.257048534,0,0,0.051282051,0.137931034,3.40738
592,四川省,e6f8138cb695f1143ae9,0,1,0,1,1,0,1,0,164,54,0,1,1,1,0,0,1,0.886666667,0,0,0,0,0,0,0,0,1,0,0,0.008571429,-0.243530751,0,0,0,0,3.40188
593,山东省,f62d24464c4f49bd21f4,0,0,1,0,1,0,1,0,175,55,1,1,1,0,1,0,1,0.850666667,0,0,1,0,0,0,1,0,0,0,0,0.023076923,-0.258425076,0,0,0.051282051,0.103448276,3.21338
594,北京市,81c7ba55ac35538320ae,0,1,0,1,1,0,1,0,169,54,1,1,1,0,1,0,0,0.914666667,0,0,0,0,0,2,0,1,0,0,0,0.06122449,0.557795573,0,0.057142857,0.076923077,0,3.60133
595,山东省,b26b6fe8c19ff169e7b0,0,0,1,0,1,0,1,0,181,85,1,1,1,1,0,0,1,0.934666667,0,0,0,0,1,0,1,0,0,0,0,0.004405286,-0.257498669,0.333333333,0,0.051282051,0,2.87954
596,新疆维吾尔自治区,06f54e0c97d18fe06696,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.897333333,1,0,0,0,0,1,0,1,0,0,0,0.008333333,-0.258366943,0,0.114285714,0.282051282,0.068965517,0.95141
597,北京市,08c89227baff2f4194e6,0,1,0,1,1,0,1,0,163,47,1,1,1,0,1,0,0,0.898666667,0,1,0,0,0,0,1,0,0,0,0,0.013157895,-0.246066334,0,0.514285714,0.179487179,0,3.46697
598,浙江省,4720bdfb7d6f00b801c0,0,1,0,0,1,0,1,0,175,62,1,1,1,1,0,0,1,0.841964691,0,0,0,0,1,5,0,1,0,0,0,0.666666667,5.708099018,0,0,0.076923077,0,3.64087
599,上海市,869ecbc9a99a2abbd990,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.807575758,0,0,0,0,0,3,0,1,0,0,0,0.04172851,1.18E-15,0,0.571428571,0.179487179,0,3.78227
600,山东省,faa855df7c92af9a7ff9,0,0,1,0,1,0,1,0,179,63,1,1,1,1,0,0,0,0.932,0,0,0,0,1,3,0,1,0,0,0,0.007845934,-0.261538017,0,0.028571429,0.076923077,0,3.71353
601,湖北省,706f83e47738d206aa89,0,0,1,0,1,0,1,0,169,58,0,1,1,1,0,0,1,0.873333333,1,0,0,0,0,3,0,0,0,1,0,0.001875,-0.262238133,0,0.057142857,0.179487179,0.206896552,2.22739
602,湖南省,205b0981d94e7d0d5db6,0,0,1,1,1,1,0,0,168,57,1,1,1,1,0,0,1,0.892,1,0,0,0,0,1,0,1,0,0,0,0.013958126,-0.241366875,0,0.057142857,0.41025641,0,3.56733
603,山东省,c5cf6c3259fb281865da,0,0,1,1,1,0,1,0,167,50,1,1,1,1,0,0,1,0.912,0,0,0,1,0,5,0,1,0,0,0,0.001231527,-0.261740944,0,0.114285714,0.179487179,0,3.81131
604,江苏省,7c93eec0b3c719e8edf9,0,1,0,0,1,1,0,0,182,75,1,1,1,1,0,0,1,0.63125,1,0,0,0,0,4,0,1,0,0,0,0.032460733,-0.197350905,0,0.114285714,0.256410256,0,3.08299
605,安徽省,d7a824d576eaccee4ebd,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,0,0.922666667,0,0,0,0,0,1,0,1,0,0,0,0.003243243,-0.262149342,0,0.057142857,0.102564103,0,3.64744
606,广东省,aaf91bb37fcaf85b6d53,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.9,0,1,0,0,0,2,0,1,0,0,0,0.00618238,-0.261797548,0,0.142857143,0.205128205,0,3.82114
607,江西省,418638a244ea109e2e5a,1,0,0,0,1,0,1,0,172,54,0,1,1,1,0,0,1,0.909333333,0,1,0,0,0,4,0,1,0,0,0,0.00125,-0.261621886,0,0,0.051282051,0,3.7163
608,四川省,d638d4709029e6402794,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.882666667,0,0,0,0,1,5,0,1,0,0,0,0.036065574,-0.201925428,0,0.028571429,0.025641026,0,3.47473
609,黑龙江省,118946e575573a79ab9a,1,0,0,0,1,0,1,0,175,70,1,1,1,1,0,0,0,0.934666667,0,0,0,0,0,5,0,1,0,0,0,0.000763359,-0.261958252,0,0.142857143,0.230769231,0.068965517,3.49473
610,河北省,c2d5e9b8cd6c4d3c254d,1,0,0,0,1,0,1,0,179,75,1,1,1,1,0,0,1,0.945333333,1,0,0,0,0,1,0,1,0,0,0,0.005,-0.148605635,0,0.057142857,0.128205128,0,2.79235
611,宁夏回族自治区,3d580b9ab441f6e0935b,1,0,0,0,0,0,1,0,179,85,1,1,1,1,0,0,1,0.9,1,0,0,0,0,0,1,0,0,0,0,0.004672897,-0.145877389,0,0,0,0,3.04457
612,湖北省,ba0eac44bef5764207de,0,0,1,1,1,0,1,0,162,49,1,1,1,1,0,0,1,0.84,1,0,0,0,0,5,0,1,0,0,0,0.148571429,-0.002050495,0,0,0.102564103,0.103448276,2.76162
613,陕西省,88b0894683efc7b50b09,0,0,1,1,1,0,1,0,165,52,1,1,1,1,0,0,0,0.894666667,0,0,1,0,0,2,0,1,0,0,0,0.04172851,-0.237768176,0,0,0.076923077,0,3.77844
614,陕西省,65f1e6d2e2442c50fb5d,0,0,1,1,1,0,1,0,162,56,1,1,1,0,1,0,1,0.874666667,0,0,1,0,0,0,1,0,0,0,0,0.021929825,-0.25639614,0,0.028571429,0.205128205,0,3.32415
615,河南省,aeca75144cb7a4bab454,1,0,0,0,1,0,1,0,175,62,1,1,1,0,1,0,0,0.82,0,0,0,1,0,0,0,0,1,0,0,0.004106776,-0.262220683,0,0.142857143,0.102564103,0.103448276,3.4948
616,河北省,406e892466fd2aa46258,1,0,0,0,1,0,1,0,176,67,0,1,1,1,0,0,0,0.9,1,0,0,0,0,3,0,0,0,1,0,0.001956947,-0.262228181,0,0,0.153846154,0,3.28898
617,内蒙古自治区,54ef93cfccca1e56f404,1,0,0,1,1,0,1,0,163,50,1,1,1,0,1,0,0,0.828,0,0,0,1,0,2,0,1,0,0,0,0.003816794,-0.258201767,0,0.171428571,0.205128205,0,3.69548
618,新疆维吾尔自治区,a2dfbc63decd0b1688da,1,0,0,0,0,0,1,0,177,64,1,1,1,0,1,0,1,0.822666667,0,0,0,1,0,1,0,1,0,0,0,0.037692308,-0.235930318,0,0.085714286,0.076923077,0,3.40175
619,云南省,ef355c40867321131ef3,1,0,0,1,1,0,1,0,154,58,0,0,1,1,0,0,1,0.908,0,0,0,0,1,0,0,0,1,0,0,0.001464129,-0.261711136,0,0,0.076923077,0,0
620,辽宁省,a1e4cbb71fa489b7e04d,1,0,0,0,1,0,1,0,180,78,1,1,1,1,0,0,0,0.901333333,0,0,0,0,1,2,0,1,0,0,0,0.000904159,-0.262181453,0,0,0.128205128,0.103448276,3.52695
621,北京市,7b061642f32177bf0010,0,1,0,1,1,0,1,0,170,57,1,1,1,0,1,0,0,0.9,0,0,0,1,0,0,1,0,0,0,0,0.003333333,-0.246286857,0,0.228571429,0.128205128,0,3.31483
622,青海省,594dfbd9bbb57d24b5fa,1,0,0,0,1,0,1,0,178,66,1,1,1,1,0,0,1,0.905333333,1,0,0,0,0,1,0,1,0,0,0,0.026486486,-0.253698242,0,0,0.128205128,0,3.51682
623,甘肃省,630ffa9cb3e252d627f4,1,0,0,0,1,0,1,0,168,64,0,1,1,1,0,0,0,0.844,0,0,0,0,1,0,0,0,1,0,0,0.000909091,-0.26205289,0,0,0.076923077,0,3.51934
624,福建省,05c90cc55b4509a8c5fd,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.837333333,0,0,0,1,0,0,1,0,0,0,0,0.04172851,1.18E-15,0,0,0.025641026,0,3.61272
625,湖南省,e51d4718b3ae90bb2975,0,0,1,1,1,0,1,0,164,54,1,1,1,1,0,0,0,0.872,1,0,0,0,0,5,0,1,0,0,0,0.235421166,0.670453051,0,0,0.025641026,0.137931034,3.3306
626,山东省,98ff632696f414b2bf2c,0,0,1,0,1,0,1,0,176,68,0,1,1,1,0,0,1,0.916,1,0,0,0,0,2,0,0,0,1,0,0.001764706,-0.262161833,0,0.028571429,0.230769231,0.068965517,3.15619
627,黑龙江省,76ae2989293bb01c7ab1,1,0,0,0,1,0,1,0,178,70,1,1,1,1,0,0,0,0.866666667,1,0,0,0,0,4,0,1,0,0,0,0.182175623,0.657469427,0,0.057142857,0.102564103,0.137931034,2.86184
628,陕西省,eeb0b29dcd132d6422a9,0,0,1,1,1,0,1,0,161,51,1,1,1,1,0,0,1,0.945333333,0,0,0,0,0,1,0,1,0,0,0,0.016363636,-0.236017487,0,0.114285714,0.230769231,0,3.6136
629,北京市,ec6b9bcd2c9bef53679c,0,1,0,1,1,0,1,0,160,52,1,1,1,1,0,0,1,0.904,0,0,0,1,0,0,1,0,0,0,0,0.12195122,-0.262245872,0,0.057142857,0.076923077,0,3.48633
630,北京市,97ef1ce3282ddae60712,0,1,0,0,1,0,1,0,185,65,1,1,1,1,0,0,0,0.932,1,0,0,0,0,0,1,0,0,0,0,0.290410959,-0.262245872,0,0.171428571,0.153846154,0,3.10683
631,浙江省,0dfa50bc5d99dd94acf4,0,1,0,1,1,0,1,0,168,57,1,1,1,0,1,0,1,0.849382099,0,0,1,0,0,4,0,1,0,0,0,0.816326531,8.323468538,0,0.171428571,0.076923077,0,3.26633
632,广西壮族自治区,ff2460812a92adcb0ab7,1,0,0,1,0,0,1,0,159,60,1,1,1,1,0,0,1,0.906666667,0,0,0,0,0,1,0,1,0,0,0,0.045343137,-0.218780156,0,0,0.461538462,0.034482759,2.87542
633,湖北省,7e9361c901b861e1909d,0,0,1,1,1,0,1,0,164,53,1,1,1,1,0,0,1,0.925333333,0,1,0,0,0,0,1,0,0,0,0,0.007478632,-0.262055218,0,0,0.179487179,0,3.55908
634,河南省,1638fd8796a35f9bfa3a,1,0,0,1,1,0,1,0,165,50,0,1,1,1,0,0,1,0.876,0,1,0,0,0,2,0,1,0,0,0,0.000452489,-0.262226537,0,0.057142857,0.051282051,0,3.20963
635,安徽省,fa7521b16871aa4c5d83,0,1,0,0,1,0,1,0,176,67,0,0,1,1,0,0,1,0.890666667,1,0,0,0,0,0,0,0,1,0,0,0.000692042,-0.262245872,0,0,0,0,3.31152
636,广西壮族自治区,7d15013f015f3ddda2fd,1,0,0,1,1,0,1,0,161,68,1,1,1,0,1,0,1,0.892,0,1,0,0,0,1,0,1,0,0,0,0.013793103,-0.260055462,0,0.114285714,0.205128205,0,3.30896
637,湖北省,6e8fa980b0bc505d29cd,0,0,1,0,1,0,1,0,172,66,1,1,1,1,0,0,1,0.901333333,1,0,0,0,0,4,0,1,0,0,0,0.018012783,-0.253461238,0,0,0.025641026,0.137931034,3.06027
638,浙江省,e26a9b33930282882b1f,0,1,0,0,1,0,1,0,175,61,1,1,1,1,0,0,1,0.848142099,0,0,0,0,1,5,0,1,0,0,0,0.29,1.108907513,0,0,0.051282051,0.24137931,3.53314
639,浙江省,5080dc72119835142b03,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.841960864,1,0,0,0,0,5,0,1,0,0,0,0.203508772,2.359830845,0,0.028571429,0.153846154,0.24137931,3.06688
640,山东省,7237a3516ffe04784f8d,0,0,1,0,1,0,1,0,178,70,1,1,1,1,0,0,1,0.922666667,0,0,0,1,0,4,0,0,0,1,0,0.001818182,-0.261977893,0,0.114285714,0.102564103,0.068965517,3.76128
641,北京市,35ab295fd6c76e7ce2b1,0,1,0,1,1,0,1,0,161,55,1,1,1,1,0,0,0,0.929333333,1,0,0,0,0,0,1,0,0,0,0,0.150684932,-0.262245872,0,0.142857143,0.230769231,0,3.28046
642,广东省,03b5c718de6266c0450a,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.842666667,0,0,0,0,0,4,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.333333333,0,3.75837
643,河南省,aae2241b1e7f563ce674,1,0,0,0,1,0,1,0,185,68,1,1,1,1,0,0,0,0.868,1,0,0,0,0,5,0,1,0,0,0,0.096732026,-0.230614361,0,0,0.153846154,0.413793103,3.62916
644,浙江省,5536034c92640c0ae31f,0,1,0,1,1,0,1,0,161,55,1,1,1,1,0,0,1,0.887651235,1,0,0,0,0,2,0,1,0,0,0,0.018299247,-0.257145262,0,0,0.025641026,0.034482759,3.58436
645,湖南省,337cfb40528e66b6f1d4,0,0,1,1,1,0,1,0,158,47,1,1,1,1,0,0,1,0.892,1,0,0,0,0,5,0,1,0,0,0,0.002157497,0.074718175,0,0.142857143,0.564102564,0,3.38102
646,安徽省,4bca39808cb81867bbc0,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.914666667,1,0,0,0,0,2,0,1,0,0,0,0.057364341,-0.212301902,0,0,0.128205128,0.103448276,3.73958
647,河北省,500de44f32984de29fc2,1,0,0,0,1,0,1,0,176,62,1,1,1,1,0,0,1,0.934666667,1,0,0,0,0,4,0,1,0,0,0,0.008333333,-0.262163325,0,0.2,0.41025641,0.034482759,3.84526
648,江西省,0fa66d2f47c559818c60,1,0,0,0,1,0,1,0,176,67,0,1,1,0,1,0,0,0.802666667,0,0,0,1,0,1,0,1,0,0,0,0.012222222,-0.259654434,0,0.028571429,0.128205128,0,3.58827
649,山西省,716c4664d16286e25b46,1,0,0,0,1,0,1,0,179,80,0,1,1,1,0,0,1,0.881333333,1,0,0,0,0,1,0,0,0,1,0,0.001663894,-0.262231895,0,0,0,0,2.47352
650,浙江省,958658bcfde61861cdb0,0,1,0,1,1,0,1,0,171,52,1,1,1,1,0,0,0,0.899999877,0,0,0,0,1,5,0,1,0,0,0,0.003703704,-0.257785609,0,0.085714286,0.307692308,0,3.74342
651,青海省,af65fbea3d645764d6c8,1,0,0,0,1,0,1,0,175,80,1,1,1,1,0,0,1,0.922666667,0,0,0,0,0,1,0,1,0,0,0,0.007894737,-0.253197427,0,0.257142857,0.692307692,0.586206897,2.92473
652,湖南省,97188f3c01ac3fbc7fb0,0,0,1,1,1,0,1,0,166,56,1,1,1,1,0,0,0,0.905333333,1,0,0,0,0,2,0,1,0,0,0,0.001111111,-0.169589259,0,0.085714286,0.153846154,0.034482759,3.69513
653,安徽省,4fb6ac16fc36b8eaf559,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.837333333,1,0,0,0,0,5,0,1,0,0,0,0.035443038,-0.251473212,0,0.028571429,0.205128205,0.172413793,3.10171
